Unnamed: 0.1,Unnamed: 0,neg_word,pos_word,hyphen_word,negative_affix,tokenizer,neg_bytes,neg_correct,soft_neg_correct,pos_bytes,pos_correct,soft_pos_correct,hyphen_bytes,hyphen_correct,soft_hyphen_correct,tokenizer_type,Predict,NegMorph,tokenized_into
10366,10366,subsurface,overhead,sub-surface,sub,LLaMa-2-13B,"['sub', 'sur', 'face']",Correct,Correct,['overhead'],Not segmented,Not segmented,"['sub', '-', 'sur', 'face']",Correct,Correct,sentencepiece,1,Correct,sub
10416,10416,subjacent,superjacent,sub-jacent,sub,LLaMa-2-13B,"['sub', 'j', 'acent']",Correct,Correct,"['super', 'j', 'acent']",Incorrect,Incorrect,"['sub', '-', 'j', 'acent']",Correct,Correct,sentencepiece,1,Correct,sub
10456,10456,nonsuppurative,suppurative,non-suppurative,non,LLaMa-2-13B,"['n', 'ons', 'upp', 'ur', 'ative']",Incorrect,Incorrect,"['supp', 'ur', 'ative']",Incorrect,Incorrect,"['non', '-', 'supp', 'ur', 'ative']",Correct,Correct,sentencepiece,1,Over-segmented,n
10476,10476,nonsurgical,surgical,non-surgical,non,LLaMa-2-13B,"['n', 'ons', 'urg', 'ical']",Incorrect,Incorrect,"['surg', 'ical']",Incorrect,Incorrect,"['non', '-', 's', 'urg', 'ical']",Correct,Correct,sentencepiece,1,Over-segmented,n
10486,10486,insurmountable,surmountable,in-surmountable,in,LLaMa-2-13B,"['ins', 'ur', 'mount', 'able']",Incorrect,Correct,"['sur', 'mount', 'able']",Incorrect,Incorrect,"['in', '-', 'sur', 'mount', 'able']",Correct,Correct,sentencepiece,1,Under-segmented,ins
10546,10546,nonsyllabic,syllabic,non-syllabic,non,LLaMa-2-13B,"['n', 'ons', 'yll', 'ab', 'ic']",Incorrect,Incorrect,"['sy', 'll', 'ab', 'ic']",Incorrect,Incorrect,"['non', '-', 's', 'yll', 'ab', 'ic']",Correct,Correct,sentencepiece,1,Over-segmented,n
10556,10556,asymmetrical,symmetrical,a-symmetrical,a,LLaMa-2-13B,"['asym', 'met', 'rical']",Incorrect,Correct,"['symmet', 'rical']",Incorrect,Correct,"['a', '-', 'sym', 'met', 'rical']",Correct,Correct,sentencepiece,1,Under-segmented,asym
10576,10576,asynchronous,synchronous,a-synchronous,a,LLaMa-2-13B,['asynchronous'],Not segmented,Correct,"['synchron', 'ous']",Incorrect,Incorrect,"['a', '-', 's', 'ynchronous']",Correct,Correct,sentencepiece,1,Under-segmented,asynchronous
10586,10586,asyndetic,syndetic,a-syndetic,a,LLaMa-2-13B,"['as', 'y', 'nd', 'etic']",Incorrect,Correct,"['synd', 'etic']",Incorrect,Incorrect,"['a', '-', 's', 'y', 'nd', 'etic']",Correct,Correct,sentencepiece,1,Under-segmented,as
10626,10626,intangible,tangible,in-tangible,in,LLaMa-2-13B,"['int', 'ang', 'ible']",Incorrect,Correct,"['tang', 'ible']",Incorrect,Incorrect,"['in', '-', 't', 'ang', 'ible']",Correct,Correct,sentencepiece,1,Under-segmented,int
10636,10636,untangled,tangled,un-tangled,un,LLaMa-2-13B,"['un', 't', 'ang', 'led']",Correct,Correct,"['tang', 'led']",Incorrect,Incorrect,"['un', '-', 't', 'ang', 'led']",Correct,Correct,sentencepiece,1,Correct,un
10656,10656,untapped,tapped,un-tapped,un,LLaMa-2-13B,"['un', 't', 'apped']",Correct,Correct,"['t', 'apped']",Incorrect,Incorrect,"['un', '-', 't', 'apped']",Correct,Correct,sentencepiece,1,Correct,un
10726,10726,nonterritorial,territorial,non-territorial,non,LLaMa-2-13B,"['non', 'ter', 'rit', 'orial']",Correct,Correct,['territorial'],Not segmented,Not segmented,"['non', '-', 'ter', 'rit', 'orial']",Correct,Correct,sentencepiece,1,Correct,non
10816,10816,untipped,tipped,un-tipped,un,LLaMa-2-13B,"['un', 'ti', 'pped']",Correct,Correct,"['t', 'ipped']",Incorrect,Incorrect,"['un', '-', 'ti', 'pped']",Correct,Correct,sentencepiece,1,Correct,un
10856,10856,atonal,tonal,a-tonal,a,LLaMa-2-13B,"['at', 'onal']",Incorrect,Correct,"['t', 'onal']",Incorrect,Correct,"['a', '-', 'ton', 'al']",Correct,Correct,sentencepiece,1,Under-segmented,at
10886,10886,atonic,tonic,a-tonic,a,LLaMa-2-13B,"['at', 'onic']",Incorrect,Correct,"['t', 'onic']",Incorrect,Incorrect,"['a', '-', 'ton', 'ic']",Correct,Correct,sentencepiece,1,Under-segmented,at
10906,10906,topless,topped,top-less,less,LLaMa-2-13B,"['to', 'pl', 'ess']",Incorrect,Incorrect,"['to', 'pped']",Incorrect,Incorrect,"['top', '-', 'less']",Correct,Correct,sentencepiece,1,Over-segmented,ess
10946,10946,trackless,tracked,track-less,less,LLaMa-2-13B,"['track', 'less']",Correct,Correct,"['track', 'ed']",Incorrect,Incorrect,"['track', '-', 'less']",Correct,Correct,sentencepiece,1,Correct,less
10966,10966,nontraditional,traditional,non-traditional,non,LLaMa-2-13B,"['non', 'trad', 'itional']",Correct,Correct,['traditional'],Not segmented,Not segmented,"['non', '-', 'trad', 'itional']",Correct,Correct,sentencepiece,1,Correct,non
10986,10986,intransitive,transitive,in-transitive,in,LLaMa-2-13B,"['in', 'trans', 'itive']",Correct,Correct,"['trans', 'itive']",Incorrect,Incorrect,"['in', '-', 'trans', 'itive']",Correct,Correct,sentencepiece,1,Correct,in
11076,11076,tubeless,tubed,tube-less,less,LLaMa-2-13B,"['tub', 'eless']",Incorrect,Correct,"['tub', 'ed']",Incorrect,Incorrect,"['t', 'ube', '-', 'less']",Correct,Correct,sentencepiece,1,Under-segmented,eless
11116,11116,atypical,typical,a-typical,a,LLaMa-2-13B,"['at', 'yp', 'ical']",Incorrect,Correct,['typical'],Not segmented,Correct,"['a', '-', 'typ', 'ical']",Correct,Correct,sentencepiece,1,Under-segmented,at
11156,11156,unguiculate,ungulate,un-guiculate,un,LLaMa-2-13B,"['un', 'gu', 'ic', 'ulate']",Correct,Correct,"['ung', 'ulate']",Incorrect,Correct,"['un', '-', 'gu', 'ic', 'ulate']",Correct,Correct,sentencepiece,1,Correct,un
11226,11226,invariable,variable,in-variable,in,LLaMa-2-13B,"['invari', 'able']",Incorrect,Correct,['variable'],Not segmented,Not segmented,"['in', '-', 'variable']",Correct,Correct,sentencepiece,1,Under-segmented,invari
11286,11286,inviolable,violable,in-violable,in,LLaMa-2-13B,"['in', 'vi', 'ol', 'able']",Correct,Correct,"['viol', 'able']",Incorrect,Incorrect,"['in', '-', 'vi', 'ol', 'able']",Correct,Correct,sentencepiece,1,Correct,in
11316,11316,invisible,visible,in-visible,in,LLaMa-2-13B,['invisible'],Not segmented,Correct,['visible'],Not segmented,Not segmented,"['in', '-', 'visible']",Correct,Correct,sentencepiece,1,Under-segmented,invisible
11326,11326,unvoiced,voiced,un-voiced,un,LLaMa-2-13B,"['un', 'vo', 'iced']",Correct,Correct,"['vo', 'iced']",Incorrect,Incorrect,"['un', '-', 'vo', 'iced']",Correct,Correct,sentencepiece,1,Correct,un
11336,11336,nonvolatile,volatile,non-volatile,non,LLaMa-2-13B,"['non', 'vol', 'atile']",Correct,Correct,"['vol', 'atile']",Incorrect,Incorrect,"['non', '-', 'vol', 'atile']",Correct,Correct,sentencepiece,1,Correct,non
11356,11356,invulnerable,vulnerable,in-vulnerable,in,LLaMa-2-13B,"['inv', 'ul', 'ner', 'able']",Incorrect,Correct,"['vulner', 'able']",Incorrect,Incorrect,"['in', '-', 'v', 'ul', 'ner', 'able']",Correct,Correct,sentencepiece,1,Under-segmented,inv
11446,11446,weightless,weighty,weight-less,less,LLaMa-2-13B,"['weight', 'less']",Correct,Correct,"['weight', 'y']",Incorrect,Incorrect,"['weight', '-', 'less']",Correct,Correct,sentencepiece,1,Correct,less
11556,11556,unwooded,wooded,un-wooded,un,LLaMa-2-13B,"['un', 'wood', 'ed']",Correct,Correct,"['wood', 'ed']",Incorrect,Incorrect,"['un', '-', 'wood', 'ed']",Correct,Correct,sentencepiece,1,Correct,un
11636,11636,azonal,zonal,a-zonal,a,LLaMa-2-13B,"['az', 'onal']",Incorrect,Correct,"['z', 'onal']",Incorrect,Correct,"['a', '-', 'zon', 'al']",Correct,Correct,sentencepiece,1,Under-segmented,az
11676,11676,deceleration,acceleration,de-celeration,de,LLaMa-2-13B,"['dec', 'eler', 'ation']",Incorrect,Correct,['acceleration'],Not segmented,Not segmented,"['de', '-', 'cel', 'er', 'ation']",Correct,Correct,sentencepiece,1,Under-segmented,dec
11736,11736,inhibitor,activator,in-hibitor,in,LLaMa-2-13B,"['in', 'hib', 'itor']",Correct,Correct,"['activ', 'ator']",Incorrect,Incorrect,"['in', '-', 'hib', 'itor']",Correct,Correct,sentencepiece,1,Correct,in
12026,12026,disassortative_mating,assortative_mating,dis-assortative_mating,dis,LLaMa-2-13B,"['dis', 'ass', 'ort', 'ative', '_', 'm', 'ating']",Correct,Correct,"['ass', 'ort', 'ative', '_', 'm', 'ating']",Incorrect,Incorrect,"['dis', '-', 'ass', 'ort', 'ative', '_', 'm', 'ating']",Correct,Correct,sentencepiece,1,Correct,dis
12086,12086,uncle,aunt,un-cle,un,LLaMa-2-13B,['uncle'],Not segmented,Correct,"['a', 'unt']",Incorrect,Correct,"['un', '-', 'cle']",Correct,Correct,sentencepiece,1,Under-segmented,uncle
12256,12256,anticatalyst,catalyst,anti-catalyst,anti,LLaMa-2-13B,"['ant', 'ic', 'atal', 'yst']",Incorrect,Incorrect,"['catal', 'yst']",Incorrect,Incorrect,"['anti', '-', 'catal', 'yst']",Correct,Correct,sentencepiece,1,Over-segmented,ant
12266,12266,syncategorem,categorem,syn-categorem,syn,LLaMa-2-13B,"['sync', 'ateg', 'orem']",Incorrect,Correct,"['categ', 'orem']",Incorrect,Incorrect,"['syn', '-', 'c', 'ateg', 'orem']",Correct,Correct,sentencepiece,1,Under-segmented,sync
12276,12276,syncategoreme,categoreme,syn-categoreme,syn,LLaMa-2-13B,"['sync', 'ategor', 'eme']",Incorrect,Correct,"['categor', 'eme']",Incorrect,Incorrect,"['syn', '-', 'c', 'ategor', 'eme']",Correct,Correct,sentencepiece,1,Under-segmented,sync
12286,12286,incaution,caution,in-caution,in,LLaMa-2-13B,"['in', 'ca', 'ution']",Correct,Correct,"['ca', 'ution']",Incorrect,Incorrect,"['in', '-', 'ca', 'ution']",Correct,Correct,sentencepiece,1,Correct,in
12296,12296,decentralization,centralization,de-centralization,de,LLaMa-2-13B,"['decent', 'ral', 'ization']",Incorrect,Correct,"['central', 'ization']",Incorrect,Incorrect,"['de', '-', 'central', 'ization']",Correct,Correct,sentencepiece,1,Under-segmented,decent
12326,12326,changelessness,changeableness,change-lessness,less,LLaMa-2-13B,"['chang', 'eless', 'ness']",Incorrect,Correct,"['change', 'ab', 'len', 'ess']",Incorrect,Incorrect,"['change', '-', 'less', 'ness']",Correct,Correct,sentencepiece,1,Under-segmented,eless
12356,12356,achromatic_color,chromatic_color,a-chromatic_color,a,LLaMa-2-13B,"['ach', 'rom', 'atic', '_', 'color']",Incorrect,Correct,"['chrom', 'atic', '_', 'color']",Incorrect,Correct,"['a', '-', 'chrom', 'atic', '_', 'color']",Correct,Correct,sentencepiece,1,Under-segmented,ach
12376,12376,incivility,civility,in-civility,in,LLaMa-2-13B,"['inc', 'iv', 'ility']",Incorrect,Correct,"['civ', 'ility']",Incorrect,Incorrect,"['in', '-', 'c', 'iv', 'ility']",Correct,Correct,sentencepiece,1,Under-segmented,inc
12386,12386,declassification,classification,de-classification,de,LLaMa-2-13B,"['dec', 'lass', 'ification']",Incorrect,Correct,['classification'],Not segmented,Not segmented,"['de', '-', 'class', 'ification']",Correct,Correct,sentencepiece,1,Under-segmented,dec
12416,12416,incognizance,cognizance,in-cognizance,in,LLaMa-2-13B,"['inc', 'ogn', 'iz', 'ance']",Incorrect,Correct,"['cogn', 'iz', 'ance']",Incorrect,Incorrect,"['in', '-', 'c', 'ogn', 'iz', 'ance']",Correct,Correct,sentencepiece,1,Under-segmented,inc
12526,12526,incompressibility,compressibility,in-compressibility,in,LLaMa-2-13B,"['in', 'com', 'press', 'ibility']",Correct,Correct,"['compress', 'ibility']",Incorrect,Incorrect,"['in', '-', 'com', 'press', 'ibility']",Correct,Correct,sentencepiece,1,Correct,in
12536,12536,decompression,compression,de-compression,de,LLaMa-2-13B,"['decom', 'pression']",Incorrect,Correct,['compression'],Not segmented,Not segmented,"['de', '-', 'com', 'pression']",Correct,Correct,sentencepiece,1,Under-segmented,decom
12576,12576,insulator,conductor,in-sulator,in,LLaMa-2-13B,"['ins', 'ulator']",Incorrect,Correct,"['conduct', 'or']",Incorrect,Incorrect,"['in', '-', 's', 'ulator']",Correct,Correct,sentencepiece,1,Under-segmented,ins
12786,12786,divergency,convergency,di-vergency,di,LLaMa-2-13B,"['diver', 'gency']",Incorrect,Correct,"['conver', 'gency']",Incorrect,Incorrect,"['di', '-', 'ver', 'gency']",Correct,Correct,sentencepiece,1,Under-segmented,diver
12796,12796,divergent_thinking,convergent_thinking,di-vergent_thinking,di,LLaMa-2-13B,"['diver', 'gent', '_', 'th', 'inking']",Incorrect,Correct,"['conver', 'gent', '_', 'th', 'inking']",Incorrect,Incorrect,"['di', '-', 'ver', 'gent', '_', 'th', 'inking']",Correct,Correct,sentencepiece,1,Under-segmented,diver
12806,12806,inconvertibility,convertibility,in-convertibility,in,LLaMa-2-13B,"['in', 'convert', 'ibility']",Correct,Correct,"['convert', 'ibility']",Incorrect,Incorrect,"['in', '-', 'convert', 'ibility']",Correct,Correct,sentencepiece,1,Correct,in
12826,12826,incorporeality,corporeality,in-corporeality,in,LLaMa-2-13B,"['incor', 'p', 'ore', 'ality']",Incorrect,Correct,"['cor', 'p', 'ore', 'ality']",Incorrect,Incorrect,"['in', '-', 'cor', 'p', 'ore', 'ality']",Correct,Correct,sentencepiece,1,Under-segmented,incor
12846,12846,incorruptibility,corruptibility,in-corruptibility,in,LLaMa-2-13B,"['incor', 'rupt', 'ibility']",Incorrect,Correct,"['cor', 'rupt', 'ibility']",Incorrect,Incorrect,"['in', '-', 'cor', 'rupt', 'ibility']",Correct,Correct,sentencepiece,1,Under-segmented,incor
12856,12856,incorruptness,corruptness,in-corruptness,in,LLaMa-2-13B,"['incor', 'rupt', 'ness']",Incorrect,Correct,"['cor', 'rupt', 'ness']",Incorrect,Incorrect,"['in', '-', 'cor', 'rupt', 'ness']",Correct,Correct,sentencepiece,1,Under-segmented,incor
12886,12886,incredibility,credibility,in-credibility,in,LLaMa-2-13B,"['incred', 'ibility']",Incorrect,Correct,"['cred', 'ibility']",Incorrect,Incorrect,"['in', '-', 'cred', 'ibility']",Correct,Correct,sentencepiece,1,Under-segmented,incred
12896,12896,decriminalisation,criminalisation,de-criminalisation,de,LLaMa-2-13B,"['dec', 'riminal', 'isation']",Incorrect,Correct,"['criminal', 'isation']",Incorrect,Incorrect,"['de', '-', 'c', 'riminal', 'isation']",Correct,Correct,sentencepiece,1,Under-segmented,dec
12906,12906,decriminalization,criminalization,de-criminalization,de,LLaMa-2-13B,"['dec', 'riminal', 'ization']",Incorrect,Correct,"['criminal', 'ization']",Incorrect,Incorrect,"['de', '-', 'c', 'riminal', 'ization']",Correct,Correct,sentencepiece,1,Under-segmented,dec
12986,12986,indecorum,decorum,in-decorum,in,LLaMa-2-13B,"['inde', 'cor', 'um']",Incorrect,Correct,"['decor', 'um']",Incorrect,Incorrect,"['in', '-', 'decor', 'um']",Correct,Correct,sentencepiece,1,Under-segmented,inde
12996,12996,increment,decrement,in-crement,in,LLaMa-2-13B,['increment'],Not segmented,Correct,"['decre', 'ment']",Incorrect,Incorrect,"['in', '-', 'crement']",Correct,Correct,sentencepiece,1,Under-segmented,increment
13066,13066,indestructibility,destructibility,in-destructibility,in,LLaMa-2-13B,"['ind', 'est', 'ruct', 'ibility']",Incorrect,Correct,"['destruct', 'ibility']",Incorrect,Incorrect,"['in', '-', 'dest', 'ruct', 'ibility']",Correct,Correct,sentencepiece,1,Under-segmented,ind
13096,13096,indirectness,directness,in-directness,in,LLaMa-2-13B,"['indirect', 'ness']",Incorrect,Correct,"['direct', 'ness']",Incorrect,Incorrect,"['in', '-', 'direct', 'ness']",Correct,Correct,sentencepiece,1,Under-segmented,indirect
13216,13216,effortlessness,effortfulness,effort-lessness,less,LLaMa-2-13B,"['effort', 'less', 'ness']",Correct,Correct,"['effort', 'ful', 'ness']",Incorrect,Incorrect,"['effort', '-', 'less', 'ness']",Correct,Correct,sentencepiece,1,Correct,less
13226,13226,inelasticity,elasticity,in-elasticity,in,LLaMa-2-13B,"['in', 'el', 'astic', 'ity']",Correct,Correct,"['el', 'astic', 'ity']",Incorrect,Incorrect,"['in', '-', 'el', 'astic', 'ity']",Correct,Correct,sentencepiece,1,Correct,in
13236,13236,inelegance,elegance,in-elegance,in,LLaMa-2-13B,"['in', 'e', 'leg', 'ance']",Correct,Correct,"['eleg', 'ance']",Incorrect,Incorrect,"['in', '-', 'e', 'leg', 'ance']",Correct,Correct,sentencepiece,1,Correct,in
13266,13266,immersion,emersion,im-mersion,im,LLaMa-2-13B,"['imm', 'ersion']",Incorrect,Correct,"['em', 'ersion']",Incorrect,Incorrect,"['im', '-', 'm', 'ersion']",Correct,Correct,sentencepiece,1,Under-segmented,imm
13476,13476,inexpedience,expedience,in-expedience,in,LLaMa-2-13B,"['in', 'exp', 'ed', 'ience']",Correct,Correct,"['exped', 'ience']",Incorrect,Incorrect,"['in', '-', 'exp', 'ed', 'ience']",Correct,Correct,sentencepiece,1,Correct,in
13496,13496,inexpensiveness,expensiveness,in-expensiveness,in,LLaMa-2-13B,"['in', 'exp', 'ens', 'iveness']",Correct,Correct,"['exp', 'ens', 'iveness']",Incorrect,Incorrect,"['in', '-', 'exp', 'ens', 'iveness']",Correct,Correct,sentencepiece,1,Correct,in
13516,13516,inexplicitness,explicitness,in-explicitness,in,LLaMa-2-13B,"['in', 'exp', 'licit', 'ness']",Correct,Correct,"['explicit', 'ness']",Incorrect,Incorrect,"['in', '-', 'exp', 'licit', 'ness']",Correct,Correct,sentencepiece,1,Correct,in
13556,13556,infamy,fame,in-famy,in,LLaMa-2-13B,"['inf', 'amy']",Incorrect,Correct,['fame'],Not segmented,Not segmented,"['in', '-', 'f', 'amy']",Correct,Correct,sentencepiece,1,Under-segmented,inf
13586,13586,fearlessness,fearfulness,fear-lessness,less,LLaMa-2-13B,"['fear', 'less', 'ness']",Correct,Correct,"['fear', 'ful', 'ness']",Incorrect,Incorrect,"['fear', '-', 'less', 'ness']",Correct,Correct,sentencepiece,1,Correct,less
13606,13606,infelicity,felicity,in-felicity,in,LLaMa-2-13B,"['inf', 'el', 'icity']",Incorrect,Correct,"['fel', 'icity']",Incorrect,Incorrect,"['in', '-', 'fel', 'icity']",Correct,Correct,sentencepiece,1,Under-segmented,inf
13616,13616,infidelity,fidelity,in-fidelity,in,LLaMa-2-13B,"['inf', 'idel', 'ity']",Incorrect,Correct,"['f', 'idel', 'ity']",Incorrect,Incorrect,"['in', '-', 'f', 'idel', 'ity']",Correct,Correct,sentencepiece,1,Under-segmented,inf
13636,13636,inflexibility,flexibility,in-flexibility,in,LLaMa-2-13B,"['inf', 'lex', 'ibility']",Incorrect,Correct,"['flex', 'ibility']",Incorrect,Incorrect,"['in', '-', 'flex', 'ibility']",Correct,Correct,sentencepiece,1,Under-segmented,inf
13656,13656,informality,formality,in-formality,in,LLaMa-2-13B,"['inform', 'ality']",Incorrect,Correct,"['form', 'ality']",Incorrect,Incorrect,"['in', '-', 'form', 'ality']",Correct,Correct,sentencepiece,1,Under-segmented,inform
13886,13886,hypoparathyroidism,hyperparathyroidism,hypo-parathyroidism,hypo,LLaMa-2-13B,"['hyp', 'op', 'ar', 'ath', 'y', 'roid', 'ism']",Incorrect,Incorrect,"['hyper', 'par', 'ath', 'y', 'roid', 'ism']",Incorrect,Incorrect,"['hy', 'po', '-', 'par', 'ath', 'y', 'roid', 'ism']",Incorrect,Incorrect,sentencepiece,1,Over-segmented,hyp
13906,13906,hypothermia,hyperthermia,hypo-thermia,hypo,LLaMa-2-13B,"['hypoth', 'erm', 'ia']",Incorrect,Correct,"['hyper', 'ther', 'm', 'ia']",Incorrect,Incorrect,"['hy', 'po', '-', 'ther', 'm', 'ia']",Incorrect,Incorrect,sentencepiece,1,Under-segmented,hypoth
13916,13916,hypotonia,hypertonia,hypo-tonia,hypo,LLaMa-2-13B,"['hyp', 'ot', 'onia']",Incorrect,Incorrect,"['hyper', 'ton', 'ia']",Incorrect,Incorrect,"['hy', 'po', '-', 'ton', 'ia']",Incorrect,Incorrect,sentencepiece,1,Over-segmented,hyp
13926,13926,hypotonicity,hypertonicity,hypo-tonicity,hypo,LLaMa-2-13B,"['hyp', 'ot', 'onic', 'ity']",Incorrect,Incorrect,"['hyper', 'ton', 'icity']",Incorrect,Incorrect,"['hy', 'po', '-', 'ton', 'icity']",Incorrect,Incorrect,sentencepiece,1,Over-segmented,hyp
13936,13936,hypotonus,hypertonus,hypo-tonus,hypo,LLaMa-2-13B,"['hyp', 'ot', 'on', 'us']",Incorrect,Incorrect,"['hyper', 'ton', 'us']",Incorrect,Incorrect,"['hy', 'po', '-', 'ton', 'us']",Incorrect,Incorrect,sentencepiece,1,Over-segmented,hyp
13956,13956,immediacy,mediacy,im-mediacy,im,LLaMa-2-13B,"['imm', 'edia', 'cy']",Incorrect,Correct,"['media', 'cy']",Incorrect,Incorrect,"['im', '-', 'media', 'cy']",Correct,Correct,sentencepiece,1,Under-segmented,imm
14026,14026,outgo,income,out-go,out,LLaMa-2-13B,"['out', 'go']",Correct,Correct,['income'],Not segmented,Not segmented,"['out', '-', 'go']",Correct,Correct,sentencepiece,1,Correct,out
14046,14046,indispensability,dispensability,in-dispensability,in,LLaMa-2-13B,"['ind', 'isp', 'ens', 'ability']",Incorrect,Correct,"['disp', 'ens', 'ability']",Incorrect,Incorrect,"['in', '-', 'dis', 'p', 'ens', 'ability']",Correct,Correct,sentencepiece,1,Under-segmented,ind
14056,14056,indispensableness,dispensableness,in-dispensableness,in,LLaMa-2-13B,"['ind', 'isp', 'ens', 'ab', 'len', 'ess']",Incorrect,Correct,"['disp', 'ens', 'ab', 'len', 'ess']",Incorrect,Incorrect,"['in', '-', 'dis', 'p', 'ens', 'ab', 'len', 'ess']",Correct,Correct,sentencepiece,1,Under-segmented,ind
14066,14066,inerrancy,errancy,in-errancy,in,LLaMa-2-13B,"['in', 'er', 'ran', 'cy']",Correct,Correct,"['er', 'ran', 'cy']",Incorrect,Incorrect,"['in', '-', 'er', 'ran', 'cy']",Correct,Correct,sentencepiece,1,Correct,in
14076,14076,infallibility,fallibility,in-fallibility,in,LLaMa-2-13B,"['inf', 'al', 'lib', 'ility']",Incorrect,Correct,"['fal', 'lib', 'ility']",Incorrect,Incorrect,"['in', '-', 'fal', 'lib', 'ility']",Correct,Correct,sentencepiece,1,Under-segmented,inf
14096,14096,outfield,infield,out-field,out,LLaMa-2-13B,"['out', 'field']",Correct,Correct,"['in', 'field']",Incorrect,Incorrect,"['out', '-', 'field']",Correct,Correct,sentencepiece,1,Correct,out
14106,14106,infiniteness,finiteness,in-finiteness,in,LLaMa-2-13B,"['inf', 'init', 'eness']",Incorrect,Correct,"['fin', 'iten', 'ess']",Incorrect,Correct,"['in', '-', 'f', 'init', 'eness']",Correct,Correct,sentencepiece,1,Under-segmented,inf
14126,14126,outflow,inflow,out-flow,out,LLaMa-2-13B,"['out', 'flow']",Correct,Correct,"['in', 'flow']",Incorrect,Incorrect,"['out', '-', 'flow']",Correct,Correct,sentencepiece,1,Correct,out
14136,14136,efflux,influx,ef-flux,ef,LLaMa-2-13B,"['eff', 'l', 'ux']",Incorrect,Correct,"['infl', 'ux']",Incorrect,Incorrect,"['e', 'f', '-', 'fl', 'ux']",Incorrect,Incorrect,sentencepiece,1,Under-segmented,eff
14166,14166,outpatient,inpatient,out-patient,out,LLaMa-2-13B,"['out', 'pat', 'ient']",Correct,Correct,"['in', 'pat', 'ient']",Incorrect,Incorrect,"['out', '-', 'pat', 'ient']",Correct,Correct,sentencepiece,1,Correct,out
14176,14176,instability,stability,in-stability,in,LLaMa-2-13B,"['inst', 'ability']",Incorrect,Correct,['stability'],Not segmented,Not segmented,"['in', '-', 'st', 'ability']",Correct,Correct,sentencepiece,1,Under-segmented,inst
14286,14286,unleaded_gasoline,leaded_gasoline,un-leaded_gasoline,un,LLaMa-2-13B,"['un', 'le', 'aded', '_', 'gas', 'oline']",Correct,Correct,"['lead', 'ed', '_', 'gas', 'oline']",Incorrect,Incorrect,"['un', '-', 'le', 'aded', '_', 'gas', 'oline']",Correct,Correct,sentencepiece,1,Correct,un
14326,14326,illiberality,liberality,il-liberality,il,LLaMa-2-13B,"['ill', 'iber', 'ality']",Incorrect,Correct,"['liber', 'ality']",Incorrect,Incorrect,"['il', '-', 'li', 'ber', 'ality']",Correct,Correct,sentencepiece,1,Under-segmented,ill
14386,14386,unlisted_security,listed_security,un-listed_security,un,LLaMa-2-13B,"['un', 'list', 'ed', '_', 'security']",Correct,Correct,"['listed', '_', 'security']",Incorrect,Incorrect,"['un', '-', 'list', 'ed', '_', 'security']",Correct,Correct,sentencepiece,1,Correct,un
14396,14396,illiteracy,literacy,il-literacy,il,LLaMa-2-13B,"['ill', 'iter', 'acy']",Incorrect,Correct,"['liter', 'acy']",Incorrect,Incorrect,"['il', '-', 'liter', 'acy']",Correct,Correct,sentencepiece,1,Under-segmented,ill
14416,14416,illogicality,logicality,il-logicality,il,LLaMa-2-13B,"['il', 'log', 'ical', 'ity']",Correct,Correct,"['logical', 'ity']",Incorrect,Incorrect,"['il', '-', 'log', 'ical', 'ity']",Correct,Correct,sentencepiece,1,Correct,il
14426,14426,illogicalness,logicalness,il-logicalness,il,LLaMa-2-13B,"['il', 'log', 'ical', 'ness']",Correct,Correct,"['logical', 'ness']",Incorrect,Incorrect,"['il', '-', 'log', 'ical', 'ness']",Correct,Correct,sentencepiece,1,Correct,il
14466,14466,immateriality,materiality,im-materiality,im,LLaMa-2-13B,"['imm', 'aterial', 'ity']",Incorrect,Correct,"['material', 'ity']",Incorrect,Incorrect,"['im', '-', 'material', 'ity']",Correct,Correct,sentencepiece,1,Under-segmented,imm
14566,14566,immodesty,modesty,im-modesty,im,LLaMa-2-13B,"['im', 'mod', 'esty']",Correct,Correct,"['mod', 'esty']",Incorrect,Incorrect,"['im', '-', 'mod', 'esty']",Correct,Correct,sentencepiece,1,Correct,im
14596,14596,immortality,mortality,im-mortality,im,LLaMa-2-13B,"['imm', 'ort', 'ality']",Incorrect,Correct,"['mort', 'ality']",Incorrect,Incorrect,"['im', '-', 'mort', 'ality']",Correct,Correct,sentencepiece,1,Under-segmented,imm
14606,14606,immotility,motility,im-motility,im,LLaMa-2-13B,"['imm', 'ot', 'ility']",Incorrect,Correct,"['mot', 'ility']",Incorrect,Incorrect,"['im', '-', 'mot', 'ility']",Correct,Correct,sentencepiece,1,Under-segmented,imm
14626,14626,immovability,movability,im-movability,im,LLaMa-2-13B,"['imm', 'ov', 'ability']",Incorrect,Correct,"['mov', 'ability']",Incorrect,Incorrect,"['im', '-', 'mov', 'ability']",Correct,Correct,sentencepiece,1,Under-segmented,imm
14636,14636,immovableness,movableness,im-movableness,im,LLaMa-2-13B,"['imm', 'ov', 'ab', 'len', 'ess']",Incorrect,Correct,"['mov', 'ab', 'len', 'ess']",Incorrect,Incorrect,"['im', '-', 'mov', 'ab', 'len', 'ess']",Correct,Correct,sentencepiece,1,Under-segmented,imm
