Unnamed: 0,word,negative_affix,tokenizer,bytes,correct,tokenizer_type,Negated
15852,dissimilarity,dis,cl100k_base,"['d', 'iss', 'im', 'ilarity']",Incorrect,byte_level_bpe,True
15862,dissimilitude,dis,cl100k_base,"['d', 'iss', 'im', 'ilit', 'ude']",Incorrect,byte_level_bpe,True
15872,insincerity,in,cl100k_base,"['ins', 'incer', 'ity']",Incorrect,byte_level_bpe,True
15882,unskillfulness,un,cl100k_base,"['un', 'skill', 'fulness']",Correct,byte_level_bpe,True
15892,unsociability,un,cl100k_base,"['uns', 'oci', 'ability']",Incorrect,byte_level_bpe,True
15902,insolubility,in,cl100k_base,"['ins', 'ol', 'ub', 'ility']",Incorrect,byte_level_bpe,True
15912,unsolvability,un,cl100k_base,"['uns', 'olv', 'ability']",Incorrect,byte_level_bpe,True
15922,insolvency,in,cl100k_base,"['ins', 'olvency']",Incorrect,byte_level_bpe,False
15932,unsoundness,un,cl100k_base,"['uns', 'ound', 'ness']",Incorrect,byte_level_bpe,True
15942,destabilisation,de,cl100k_base,"['dest', 'abil', 'isation']",Incorrect,byte_level_bpe,True
15952,destabilization,de,cl100k_base,"['dest', 'abil', 'ization']",Incorrect,byte_level_bpe,True
15962,unsteadiness,un,cl100k_base,"['un', 'stead', 'iness']",Correct,byte_level_bpe,True
15972,astigmatism,a,cl100k_base,"['ast', 'igmat', 'ism']",Incorrect,byte_level_bpe,False
15982,unstratified_language,un,cl100k_base,"['un', 'str', 'at', 'ified', '_language']",Correct,byte_level_bpe,False
15992,insubordination,in,cl100k_base,"['ins', 'ub', 'ordination']",Incorrect,byte_level_bpe,True
16002,insubstantiality,in,cl100k_base,"['ins', 'ub', 'stantial', 'ity']",Incorrect,byte_level_bpe,True
16012,subtraction,sub,cl100k_base,"['sub', 'traction']",Correct,byte_level_bpe,False
16022,insufficiency,in,cl100k_base,"['ins', 'uff', 'iciency']",Incorrect,byte_level_bpe,True
16032,unsuitability,un,cl100k_base,"['uns', 'uit', 'ability']",Incorrect,byte_level_bpe,True
16042,unsuitableness,un,cl100k_base,"['uns', 'uit', 'ab', 'leness']",Incorrect,byte_level_bpe,True
16052,inferior,in,cl100k_base,"['infer', 'ior']",Incorrect,byte_level_bpe,False
16062,inferiority,in,cl100k_base,"['infer', 'ior', 'ity']",Incorrect,byte_level_bpe,False
16072,asymmetry,a,cl100k_base,"['as', 'ym', 'metry']",Incorrect,byte_level_bpe,True
16082,asynchronism,a,cl100k_base,"['as', 'ynchron', 'ism']",Incorrect,byte_level_bpe,True
16092,desynchronization,de,cl100k_base,"['des', 'ynchronization']",Incorrect,byte_level_bpe,True
16102,desynchronizing,de,cl100k_base,"['des', 'ynchron', 'izing']",Incorrect,byte_level_bpe,True
16112,tactlessness,less,cl100k_base,"['t', 'act', 'lessness']",Incorrect,byte_level_bpe,True
16122,intangibility,in,cl100k_base,"['int', 'ang', 'ibility']",Incorrect,byte_level_bpe,False
16132,tastelessness,less,cl100k_base,"['t', 'aste', 'lessness']",Incorrect,byte_level_bpe,True
16142,intemperance,in,cl100k_base,"['int', 'em', 'per', 'ance']",Incorrect,byte_level_bpe,False
16152,thoughtlessness,less,cl100k_base,"['thought', 'lessness']",Incorrect,byte_level_bpe,True
16162,unthoughtfulness,un,cl100k_base,"['un', 'thought', 'fulness']",Correct,byte_level_bpe,True
16172,untidiness,un,cl100k_base,"['unt', 'id', 'iness']",Incorrect,byte_level_bpe,True
16182,untimeliness,un,cl100k_base,"['unt', 'im', 'eliness']",Incorrect,byte_level_bpe,True
16192,intolerance,in,cl100k_base,"['int', 'olerance']",Incorrect,byte_level_bpe,True
16202,atonality,a,cl100k_base,"['aton', 'ality']",Incorrect,byte_level_bpe,True
16212,atonicity,a,cl100k_base,"['at', 'onic', 'ity']",Incorrect,byte_level_bpe,False
16222,intractability,in,cl100k_base,"['in', 'tract', 'ability']",Correct,byte_level_bpe,True
16232,intransitivity,in,cl100k_base,"['in', 'trans', 'itivity']",Correct,byte_level_bpe,True
16242,detribalisation,de,cl100k_base,"['det', 'rib', 'al', 'isation']",Incorrect,byte_level_bpe,False
16252,detribalization,de,cl100k_base,"['det', 'rib', 'al', 'ization']",Incorrect,byte_level_bpe,False
16262,untrustiness,un,cl100k_base,"['un', 'trust', 'iness']",Correct,byte_level_bpe,True
16272,untrustworthiness,un,cl100k_base,"['un', 'trust', 'worth', 'iness']",Correct,byte_level_bpe,True
16282,untruthfulness,un,cl100k_base,"['un', 'truth', 'fulness']",Correct,byte_level_bpe,True
16292,antitype,anti,cl100k_base,"['antity', 'pe']",Incorrect,byte_level_bpe,True
16302,atypicality,a,cl100k_base,"['at', 'ypical', 'ity']",Incorrect,byte_level_bpe,True
16312,unaffectedness,un,cl100k_base,"['un', 'affected', 'ness']",Correct,byte_level_bpe,False
16322,unequivocalness,un,cl100k_base,"['une', 'quiv', 'ocal', 'ness']",Incorrect,byte_level_bpe,False
16332,nonuniformity,non,cl100k_base,"['non', 'uniform', 'ity']",Correct,byte_level_bpe,True
16342,disunion,dis,cl100k_base,"['dis', 'union']",Correct,byte_level_bpe,True
16352,unpretentiousness,un,cl100k_base,"['un', 'pret', 'entious', 'ness']",Correct,byte_level_bpe,True
16362,unstableness,un,cl100k_base,"['un', 'stab', 'leness']",Correct,byte_level_bpe,True
16372,unsusceptibility,un,cl100k_base,"['uns', 'us', 'cept', 'ibility']",Incorrect,byte_level_bpe,True
16382,unwellness,un,cl100k_base,"['un', 'well', 'ness']",Correct,byte_level_bpe,True
16392,uselessness,less,cl100k_base,"['use', 'lessness']",Incorrect,byte_level_bpe,True
16402,unusualness,un,cl100k_base,"['un', 'usual', 'ness']",Correct,byte_level_bpe,False
16412,inutility,in,cl100k_base,"['in', 'utility']",Correct,byte_level_bpe,True
16422,dystopia,dys,cl100k_base,"['d', 'yst', 'opia']",Incorrect,byte_level_bpe,True
16432,invariability,in,cl100k_base,"['in', 'vari', 'ability']",Correct,byte_level_bpe,False
16442,invariableness,in,cl100k_base,"['in', 'vari', 'ab', 'leness']",Correct,byte_level_bpe,False
16452,unvariedness,un,cl100k_base,"['un', 'var', 'ied', 'ness']",Correct,byte_level_bpe,False
16462,invisibility,in,cl100k_base,"['in', 'visibility']",Correct,byte_level_bpe,True
16472,unwariness,un,cl100k_base,"['un', 'war', 'iness']",Correct,byte_level_bpe,True
16482,unwholesomeness,un,cl100k_base,"['un', 'wh', 'oles', 'omen', 'ess']",Correct,byte_level_bpe,True
16492,unwillingness,un,cl100k_base,"['un', 'w', 'illing', 'ness']",Correct,byte_level_bpe,True
16502,worthlessness,less,cl100k_base,"['worth', 'lessness']",Incorrect,byte_level_bpe,True
16512,unworthiness,un,cl100k_base,"['un', 'worth', 'iness']",Correct,byte_level_bpe,True
16522,unacceptably,un,cl100k_base,"['un', 'accept', 'ably']",Correct,byte_level_bpe,True
16532,inaccurately,in,cl100k_base,"['in', 'accur', 'ately']",Correct,byte_level_bpe,True
16542,inadequately,in,cl100k_base,"['in', 'ade', 'qu', 'ately']",Correct,byte_level_bpe,True
16552,maladroitly,mal,cl100k_base,"['mal', 'ad', 'roit', 'ly']",Correct,byte_level_bpe,True
16562,disadvantageously,dis,cl100k_base,"['dis', 'adv', 'antage', 'ously']",Correct,byte_level_bpe,True
16572,inadvertently,in,cl100k_base,"['in', 'advert', 'ently']",Correct,byte_level_bpe,False
16582,disagreeably,dis,cl100k_base,"['dis', 'agree', 'ably']",Correct,byte_level_bpe,True
16592,unambiguously,un,cl100k_base,"['un', 'amb', 'igu', 'ously']",Correct,byte_level_bpe,False
16602,unambitiously,un,cl100k_base,"['un', 'amb', 'it', 'iously']",Correct,byte_level_bpe,True
16612,unappealingly,un,cl100k_base,"['un', 'appe', 'aling', 'ly']",Correct,byte_level_bpe,True
16622,unappreciatively,un,cl100k_base,"['un', 'app', 'rec', 'i', 'atively']",Correct,byte_level_bpe,True
16632,inappropriately,in,cl100k_base,"['in', 'appropri', 'ately']",Correct,byte_level_bpe,True
16642,disapprovingly,dis,cl100k_base,"['dis', 'appro', 'ving', 'ly']",Correct,byte_level_bpe,True
16652,inarticulately,in,cl100k_base,"['in', 'artic', 'ul', 'ately']",Correct,byte_level_bpe,False
16662,unassertively,un,cl100k_base,"['un', 'assert', 'ively']",Correct,byte_level_bpe,True
16672,unattractively,un,cl100k_base,"['un', 'at', 'tract', 'ively']",Correct,byte_level_bpe,True
16682,inaudibly,in,cl100k_base,"['ina', 'ud', 'ibly']",Incorrect,byte_level_bpe,True
16692,inauspiciously,in,cl100k_base,"['ina', 'usp', 'icious', 'ly']",Incorrect,byte_level_bpe,True
16702,unbelievably,un,cl100k_base,"['un', 'belie', 'vably']",Correct,byte_level_bpe,True
16712,malevolently,mal,cl100k_base,"['male', 'vol', 'ently']",Incorrect,byte_level_bpe,False
16722,carelessly,less,cl100k_base,"['care', 'lessly']",Incorrect,byte_level_bpe,False
16732,incautiously,in,cl100k_base,"['in', 'ca', 'ut', 'iously']",Correct,byte_level_bpe,False
16742,uncharacteristically,un,cl100k_base,"['un', 'character', 'istically']",Correct,byte_level_bpe,True
16752,cheerlessly,less,cl100k_base,"['che', 'er', 'lessly']",Incorrect,byte_level_bpe,True
16762,unchivalrously,un,cl100k_base,"['unch', 'ival', 'rous', 'ly']",Incorrect,byte_level_bpe,True
16772,uncivilly,un,cl100k_base,"['unc', 'ivil', 'ly']",Incorrect,byte_level_bpe,True
16782,incoherently,in,cl100k_base,"['in', 'co', 'her', 'ently']",Correct,byte_level_bpe,False
16792,uncomfortably,un,cl100k_base,"['un', 'comfort', 'ably']",Correct,byte_level_bpe,False
16802,incompatibly,in,cl100k_base,"['in', 'compat', 'ibly']",Correct,byte_level_bpe,True
16812,incompetently,in,cl100k_base,"['in', 'compet', 'ently']",Correct,byte_level_bpe,True
16822,noncompetitively,non,cl100k_base,"['non', 'compet', 'it', 'ively']",Correct,byte_level_bpe,True
16832,noncomprehensively,non,cl100k_base,"['non', 'com', 'preh', 'ensively']",Correct,byte_level_bpe,True
16842,inconclusively,in,cl100k_base,"['in', 'con', 'clus', 'ively']",Correct,byte_level_bpe,False
16852,unconditionally,un,cl100k_base,"['un', 'conditionally']",Correct,byte_level_bpe,False
16862,unconsciously,un,cl100k_base,"['un', 'con', 'sciously']",Correct,byte_level_bpe,True
16872,inconsequentially,in,cl100k_base,"['in', 'con', 'sequ', 'entially']",Correct,byte_level_bpe,True
16882,inconsiderately,in,cl100k_base,"['in', 'consider', 'ately']",Correct,byte_level_bpe,True
16892,inconsistently,in,cl100k_base,"['in', 'cons', 'ist', 'ently']",Correct,byte_level_bpe,True
16902,inconspicuously,in,cl100k_base,"['in', 'con', 'sp', 'ic', 'uously']",Correct,byte_level_bpe,False
16912,unconstitutionally,un,cl100k_base,"['un', 'constitution', 'ally']",Correct,byte_level_bpe,True
16922,uncontroversially,un,cl100k_base,"['un', 'cont', 'rovers', 'ially']",Correct,byte_level_bpe,True
16932,inconveniently,in,cl100k_base,"['in', 'con', 'venient', 'ly']",Correct,byte_level_bpe,False
16942,unconventionally,un,cl100k_base,"['un', 'con', 'vention', 'ally']",Correct,byte_level_bpe,True
16952,unconvincingly,un,cl100k_base,"['un', 'conv', 'inc', 'ingly']",Correct,byte_level_bpe,True
16962,incorrectly,in,cl100k_base,"['incorrect', 'ly']",Incorrect,byte_level_bpe,False
16972,discourteously,dis,cl100k_base,"['disc', 'our', 'te', 'ously']",Incorrect,byte_level_bpe,True
16982,uncritically,un,cl100k_base,"['unc', 'rit', 'ically']",Incorrect,byte_level_bpe,True
16992,indecently,in,cl100k_base,"['inde', 'cent', 'ly']",Incorrect,byte_level_bpe,False
17002,indecisively,in,cl100k_base,"['in', 'dec', 'is', 'ively']",Correct,byte_level_bpe,False
17012,indecorously,in,cl100k_base,"['inde', 'cor', 'ously']",Incorrect,byte_level_bpe,False
17022,defensively,de,cl100k_base,"['def', 'ensively']",Incorrect,byte_level_bpe,False
17032,undemocratically,un,cl100k_base,"['und', 'em', 'ocr', 'atically']",Incorrect,byte_level_bpe,True
17042,undependably,un,cl100k_base,"['und', 'epend', 'ably']",Incorrect,byte_level_bpe,True
17052,undeservedly,un,cl100k_base,"['und', 'es', 'erved', 'ly']",Incorrect,byte_level_bpe,True
17062,undiplomatically,un,cl100k_base,"['und', 'ipl', 'om', 'atically']",Incorrect,byte_level_bpe,True
17072,indirectly,in,cl100k_base,"['ind', 'irect', 'ly']",Incorrect,byte_level_bpe,False
17082,indiscreetly,in,cl100k_base,"['ind', 'is', 'cre', 'et', 'ly']",Incorrect,byte_level_bpe,True
17092,dishonorably,dis,cl100k_base,"['dish', 'onor', 'ably']",Incorrect,byte_level_bpe,True
17102,disproportionately,dis,cl100k_base,"['dis', 'pro', 'portion', 'ately']",Correct,byte_level_bpe,False
17112,disreputably,dis,cl100k_base,"['dis', 're', 'put', 'ably']",Correct,byte_level_bpe,False
17122,distrustfully,dis,cl100k_base,"['d', 'istr', 'ust', 'fully']",Incorrect,byte_level_bpe,True
17132,downwardly,down,cl100k_base,"['down', 'ward', 'ly']",Correct,byte_level_bpe,False
17142,downwards,down,cl100k_base,"['down', 'wards']",Correct,byte_level_bpe,False
17152,undramatically,un,cl100k_base,"['und', 'ram', 'atically']",Incorrect,byte_level_bpe,True
17162,ineffectively,in,cl100k_base,"['ine', 'ffect', 'ively']",Incorrect,byte_level_bpe,True
17172,ineffectually,in,cl100k_base,"['ine', 'ffect', 'ually']",Incorrect,byte_level_bpe,True
17182,inefficaciously,in,cl100k_base,"['ine', 'ffic', 'ac', 'iously']",Incorrect,byte_level_bpe,False
17192,inefficiently,in,cl100k_base,"['ine', 'ff', 'icient', 'ly']",Incorrect,byte_level_bpe,True
17202,inelegantly,in,cl100k_base,"['ine', 'leg', 'antly']",Incorrect,byte_level_bpe,False
17212,ineloquently,in,cl100k_base,"['in', 'elo', 'qu', 'ently']",Correct,byte_level_bpe,True
17222,unemotionally,un,cl100k_base,"['un', 'emotion', 'ally']",Correct,byte_level_bpe,True
17232,discouragingly,dis,cl100k_base,"['disc', 'our', 'aging', 'ly']",Incorrect,byte_level_bpe,True
17242,unenthusiastically,un,cl100k_base,"['un', 'ent', 'hus', 'i', 'astically']",Correct,byte_level_bpe,True
17252,unequally,un,cl100k_base,"['une', 'qu', 'ally']",Incorrect,byte_level_bpe,True
17262,inequitably,in,cl100k_base,"['ine', 'quit', 'ably']",Incorrect,byte_level_bpe,False
17272,unethically,un,cl100k_base,"['un', 'eth', 'ically']",Correct,byte_level_bpe,True
17282,unevenly,un,cl100k_base,"['une', 'ven', 'ly']",Incorrect,byte_level_bpe,False
17292,inexactly,in,cl100k_base,"['in', 'ex', 'actly']",Correct,byte_level_bpe,True
17302,unexcitingly,un,cl100k_base,"['un', 'exc', 'iting', 'ly']",Correct,byte_level_bpe,True
17312,inexcusably,in,cl100k_base,"['in', 'exc', 'us', 'ably']",Correct,byte_level_bpe,True
17322,inexpediently,in,cl100k_base,"['in', 'exp', 'ed', 'ient', 'ly']",Correct,byte_level_bpe,True
17332,inexpressively,in,cl100k_base,"['in', 'express', 'ively']",Correct,byte_level_bpe,True
17342,unfairly,un,cl100k_base,"['un', 'fair', 'ly']",Correct,byte_level_bpe,True
17352,unfaithfully,un,cl100k_base,"['un', 'faith', 'fully']",Correct,byte_level_bpe,True
17362,unfashionably,un,cl100k_base,"['un', 'f', 'ashion', 'ably']",Correct,byte_level_bpe,True
17372,unfavorably,un,cl100k_base,"['un', 'favor', 'ably']",Correct,byte_level_bpe,True
17382,fearlessly,less,cl100k_base,"['f', 'ear', 'lessly']",Incorrect,byte_level_bpe,False
17392,unfeelingly,un,cl100k_base,"['un', 'feel', 'ingly']",Correct,byte_level_bpe,True
17402,infelicitously,in,cl100k_base,"['inf', 'el', 'icit', 'ously']",Incorrect,byte_level_bpe,True
17412,inflexibly,in,cl100k_base,"['in', 'flex', 'ibly']",Correct,byte_level_bpe,False
17422,unforgivably,un,cl100k_base,"['un', 'forg', 'iv', 'ably']",Correct,byte_level_bpe,True
17432,unforgivingly,un,cl100k_base,"['un', 'forg', 'iving', 'ly']",Correct,byte_level_bpe,True
17442,unfortunately,un,cl100k_base,"['un', 'fortunately']",Correct,byte_level_bpe,False
17452,infrequently,in,cl100k_base,"['inf', 'requently']",Incorrect,byte_level_bpe,True
17462,fruitlessly,less,cl100k_base,"['fruit', 'lessly']",Incorrect,byte_level_bpe,True
17472,gracelessly,less,cl100k_base,"['gr', 'ace', 'lessly']",Incorrect,byte_level_bpe,True
17482,ungracefully,un,cl100k_base,"['un', 'gr', 'ace', 'fully']",Correct,byte_level_bpe,True
17492,ungraciously,un,cl100k_base,"['un', 'gr', 'ac', 'iously']",Correct,byte_level_bpe,True
17502,ungratefully,un,cl100k_base,"['un', 'gr', 'ate', 'fully']",Correct,byte_level_bpe,True
17512,ungrudgingly,un,cl100k_base,"['un', 'gr', 'udging', 'ly']",Correct,byte_level_bpe,True
17522,unhappily,un,cl100k_base,"['un', 'h', 'app', 'ily']",Correct,byte_level_bpe,True
17532,harmlessly,less,cl100k_base,"['h', 'arm', 'lessly']",Incorrect,byte_level_bpe,False
17542,unhelpfully,un,cl100k_base,"['un', 'help', 'fully']",Correct,byte_level_bpe,True
17552,dishonestly,dis,cl100k_base,"['dish', 'onestly']",Incorrect,byte_level_bpe,True
17562,hopelessly,less,cl100k_base,"['hope', 'lessly']",Incorrect,byte_level_bpe,True
17572,inhospitably,in,cl100k_base,"['inh', 'osp', 'itably']",Incorrect,byte_level_bpe,True
17582,inhumanely,in,cl100k_base,"['inh', 'uman', 'ely']",Incorrect,byte_level_bpe,True
17592,humorlessly,less,cl100k_base,"['hum', 'or', 'lessly']",Incorrect,byte_level_bpe,True
17602,unhurriedly,un,cl100k_base,"['un', 'h', 'ur', 'ried', 'ly']",Correct,byte_level_bpe,False
17612,unhygienically,un,cl100k_base,"['un', 'hy', 'gien', 'ically']",Correct,byte_level_bpe,True
17622,illegitimately,il,cl100k_base,"['il', 'leg', 'it', 'imately']",Correct,byte_level_bpe,True
17632,illicitly,il,cl100k_base,"['il', 'licit', 'ly']",Correct,byte_level_bpe,True
17642,unimaginatively,un,cl100k_base,"['un', 'imagin', 'atively']",Correct,byte_level_bpe,True
17652,immaturely,im,cl100k_base,"['imm', 'ature', 'ly']",Incorrect,byte_level_bpe,False
17662,immeasurably,im,cl100k_base,"['im', 'me', 'as', 'ur', 'ably']",Correct,byte_level_bpe,True
17672,impatiently,im,cl100k_base,"['im', 'patient', 'ly']",Correct,byte_level_bpe,False
17682,imperceptibly,im,cl100k_base,"['im', 'per', 'cept', 'ibly']",Correct,byte_level_bpe,True
17692,impersonally,im,cl100k_base,"['imp', 'erson', 'ally']",Incorrect,byte_level_bpe,False
17702,unimpressively,un,cl100k_base,"['un', 'im', 'press', 'ively']",Correct,byte_level_bpe,True
17712,incomparably,in,cl100k_base,"['in', 'com', 'par', 'ably']",Correct,byte_level_bpe,False
17722,incredibly,in,cl100k_base,"['in', 'cred', 'ibly']",Correct,byte_level_bpe,False
17732,incredulously,in,cl100k_base,"['in', 'cred', 'ulously']",Correct,byte_level_bpe,False
17742,outdoors,out,cl100k_base,"['out', 'doors']",Correct,byte_level_bpe,False
17752,infinitely,in,cl100k_base,"['inf', 'initely']",Incorrect,byte_level_bpe,False
17762,informally,in,cl100k_base,"['inform', 'ally']",Incorrect,byte_level_bpe,False
17772,uninformatively,un,cl100k_base,"['un', 'in', 'format', 'ively']",Correct,byte_level_bpe,False
17782,inoffensively,in,cl100k_base,"['in', 'off', 'ensively']",Correct,byte_level_bpe,True
17792,inopportunely,in,cl100k_base,"['in', 'op', 'portun', 'ely']",Correct,byte_level_bpe,True
17802,insanely,in,cl100k_base,"['ins', 'an', 'ely']",Incorrect,byte_level_bpe,False
17812,uninstructively,un,cl100k_base,"['un', 'in', 'struct', 'ively']",Correct,byte_level_bpe,False
17822,unintelligently,un,cl100k_base,"['un', 'int', 'ellig', 'ently']",Correct,byte_level_bpe,True
17832,unintelligibly,un,cl100k_base,"['un', 'int', 'ellig', 'ibly']",Correct,byte_level_bpe,True
17842,unintentionally,un,cl100k_base,"['un', 'int', 'ention', 'ally']",Correct,byte_level_bpe,True
17852,uninterestingly,un,cl100k_base,"['un', 'interest', 'ingly']",Correct,byte_level_bpe,False
17862,internally,in,cl100k_base,"['intern', 'ally']",Incorrect,byte_level_bpe,False
17872,joylessly,less,cl100k_base,"['joy', 'lessly']",Incorrect,byte_level_bpe,True
17882,injudiciously,in,cl100k_base,"['in', 'jud', 'icious', 'ly']",Correct,byte_level_bpe,True
17892,unjustifiably,un,cl100k_base,"['un', 'just', 'ifi', 'ably']",Correct,byte_level_bpe,True
17902,unjustly,un,cl100k_base,"['un', 'just', 'ly']",Correct,byte_level_bpe,True
17912,unkindly,un,cl100k_base,"['unk', 'ind', 'ly']",Incorrect,byte_level_bpe,True
17922,unknowingly,un,cl100k_base,"['unk', 'now', 'ingly']",Incorrect,byte_level_bpe,True
17932,unlawfully,un,cl100k_base,"['un', 'law', 'fully']",Correct,byte_level_bpe,True
17942,lawlessly,less,cl100k_base,"['law', 'lessly']",Incorrect,byte_level_bpe,True
17952,illegibly,il,cl100k_base,"['il', 'leg', 'ibly']",Correct,byte_level_bpe,False
17962,illogically,il,cl100k_base,"['il', 'log', 'ically']",Correct,byte_level_bpe,True
17972,disloyally,dis,cl100k_base,"['dis', 'loy', 'ally']",Correct,byte_level_bpe,True
17982,unluckily,un,cl100k_base,"['un', 'luck', 'ily']",Correct,byte_level_bpe,True
17992,unmanageably,un,cl100k_base,"['un', 'manage', 'ably']",Correct,byte_level_bpe,True
18002,unmanfully,un,cl100k_base,"['un', 'man', 'fully']",Correct,byte_level_bpe,True
18012,unmelodiously,un,cl100k_base,"['un', 'mel', 'od', 'iously']",Correct,byte_level_bpe,True
18022,unmemorably,un,cl100k_base,"['un', 'mem', 'or', 'ably']",Correct,byte_level_bpe,True
18032,unmindfully,un,cl100k_base,"['un', 'mind', 'fully']",Correct,byte_level_bpe,True
18042,immoderately,im,cl100k_base,"['im', 'mod', 'er', 'ately']",Correct,byte_level_bpe,True
18052,immodestly,im,cl100k_base,"['im', 'mod', 'est', 'ly']",Correct,byte_level_bpe,True
18062,immorally,im,cl100k_base,"['imm', 'or', 'ally']",Incorrect,byte_level_bpe,True
18072,unmusically,un,cl100k_base,"['un', 'mus', 'ically']",Correct,byte_level_bpe,True
18082,unnaturally,un,cl100k_base,"['unn', 'aturally']",Incorrect,byte_level_bpe,True
18092,unnecessarily,un,cl100k_base,"['unn', 'ecessarily']",Incorrect,byte_level_bpe,True
18102,disobediently,dis,cl100k_base,"['dis', 'ob', 'ed', 'ient', 'ly']",Correct,byte_level_bpe,True
18112,unobtrusively,un,cl100k_base,"['un', 'ob', 'tr', 'us', 'ively']",Correct,byte_level_bpe,True
18122,unofficially,un,cl100k_base,"['un', 'official', 'ly']",Correct,byte_level_bpe,True
18132,aborad,ab,cl100k_base,"['abor', 'ad']",Incorrect,byte_level_bpe,False
18142,inorganically,in,cl100k_base,"['in', 'organ', 'ically']",Correct,byte_level_bpe,True
18152,painlessly,less,cl100k_base,"['pain', 'lessly']",Incorrect,byte_level_bpe,False
18162,unpalatably,un,cl100k_base,"['un', 'pal', 'atab', 'ly']",Correct,byte_level_bpe,True
18172,unpardonably,un,cl100k_base,"['un', 'p', 'ardon', 'ably']",Correct,byte_level_bpe,True
18182,unpatriotically,un,cl100k_base,"['un', 'p', 'atri', 'ot', 'ically']",Correct,byte_level_bpe,True
18192,imperfectly,im,cl100k_base,"['im', 'perfect', 'ly']",Correct,byte_level_bpe,True
18202,impermissibly,im,cl100k_base,"['im', 'per', 'miss', 'ibly']",Correct,byte_level_bpe,True
18212,unpleasantly,un,cl100k_base,"['un', 'pleasant', 'ly']",Correct,byte_level_bpe,True
18222,impolitely,im,cl100k_base,"['imp', 'ol', 'it', 'ely']",Incorrect,byte_level_bpe,True
18232,impossibly,im,cl100k_base,"['im', 'possibly']",Correct,byte_level_bpe,True
18242,unprecedentedly,un,cl100k_base,"['un', 'precedented', 'ly']",Correct,byte_level_bpe,False
18252,imprecisely,im,cl100k_base,"['im', 'prec', 'is', 'ely']",Correct,byte_level_bpe,True
18262,unpretentiously,un,cl100k_base,"['un', 'pret', 'ent', 'iously']",Correct,byte_level_bpe,True
18272,unproductively,un,cl100k_base,"['un', 'product', 'ively']",Correct,byte_level_bpe,True
18282,unprofitably,un,cl100k_base,"['un', 'profit', 'ably']",Correct,byte_level_bpe,True
18292,unpropitiously,un,cl100k_base,"['un', 'prop', 'it', 'iously']",Correct,byte_level_bpe,True
18302,imprudently,im,cl100k_base,"['im', 'pr', 'ud', 'ently']",Correct,byte_level_bpe,True
18312,unquietly,un,cl100k_base,"['un', 'quiet', 'ly']",Correct,byte_level_bpe,True
18322,irrationally,ir,cl100k_base,"['ir', 'ration', 'ally']",Correct,byte_level_bpe,False
18332,unrealistically,un,cl100k_base,"['un', 'real', 'istically']",Correct,byte_level_bpe,True
18342,unreasonably,un,cl100k_base,"['un', 'reason', 'ably']",Correct,byte_level_bpe,True
18352,unrecognizably,un,cl100k_base,"['un', 'recogn', 'iz', 'ably']",Correct,byte_level_bpe,True
18362,irregularly,ir,cl100k_base,"['ir', 'regular', 'ly']",Correct,byte_level_bpe,False
18372,unreliably,un,cl100k_base,"['un', 're', 'li', 'ably']",Correct,byte_level_bpe,True
18382,irresolutely,ir,cl100k_base,"['ir', 'res', 'olutely']",Correct,byte_level_bpe,True
18392,disrespectfully,dis,cl100k_base,"['dis', 'respect', 'fully']",Correct,byte_level_bpe,True
18402,irresponsibly,ir,cl100k_base,"['ir', 'respons', 'ibly']",Correct,byte_level_bpe,True
18412,unrighteously,un,cl100k_base,"['un', 'right', 'e', 'ously']",Correct,byte_level_bpe,True
18422,unromantically,un,cl100k_base,"['un', 'rom', 'antically']",Correct,byte_level_bpe,True
18432,unsatisfactorily,un,cl100k_base,"['uns', 'atisf', 'actor', 'ily']",Incorrect,byte_level_bpe,True
18442,unseasonably,un,cl100k_base,"['un', 'season', 'ably']",Correct,byte_level_bpe,True
18452,insecurely,in,cl100k_base,"['in', 'secure', 'ly']",Correct,byte_level_bpe,True
18462,unselfconsciously,un,cl100k_base,"['un', 'self', 'con', 'sciously']",Correct,byte_level_bpe,False
18472,unselfishly,un,cl100k_base,"['un', 'self', 'ishly']",Correct,byte_level_bpe,True
18482,insensitively,in,cl100k_base,"['ins', 'ens', 'it', 'ively']",Incorrect,byte_level_bpe,True
18492,unsentimentally,un,cl100k_base,"['uns', 'ent', 'iment', 'ally']",Incorrect,byte_level_bpe,True
18502,inseparably,in,cl100k_base,"['in', 'se', 'par', 'ably']",Correct,byte_level_bpe,False
18512,insignificantly,in,cl100k_base,"['ins', 'ign', 'ificantly']",Incorrect,byte_level_bpe,True
18522,insincerely,in,cl100k_base,"['ins', 'incerely']",Incorrect,byte_level_bpe,True
18532,unsmilingly,un,cl100k_base,"['un', 'sm', 'iling', 'ly']",Correct,byte_level_bpe,True
18542,unsociably,un,cl100k_base,"['uns', 'oci', 'ably']",Incorrect,byte_level_bpe,True
18552,unsportingly,un,cl100k_base,"['uns', 'port', 'ingly']",Incorrect,byte_level_bpe,True
18562,unsuccessfully,un,cl100k_base,"['un', 'successfully']",Correct,byte_level_bpe,True
18572,insufficiently,in,cl100k_base,"['ins', 'ufficient', 'ly']",Incorrect,byte_level_bpe,True
18582,unsuitably,un,cl100k_base,"['uns', 'uit', 'ably']",Incorrect,byte_level_bpe,True
18592,asymmetrically,a,cl100k_base,"['as', 'ymmetric', 'ally']",Incorrect,byte_level_bpe,False
