word,neg_score,pos_score,label,checked
unwarily,0.375,0.0,0,checked
encouraging,0.0,0.0,2,unchecked
tanned,0.0,0.0,2,unchecked
unashamedly,0.0,0.0,2,checked
infinitely,0.0,0.125,2,checked
deniable,0.25,0.625,1,unchecked
unrelatedness,0.5,0.0,2,checked
continent,0.0,0.0,2,unchecked
fruitfulness,0.0,0.75,1,unchecked
unintelligible,0.0,0.375,0,checked
unappealingly,0.0,0.25,0,checked
unburied,0.25,0.0,2,checked
dissonance,0.0,0.125,0,checked
unblended,0.625,0.0,2,checked
ungracefully,0.0,0.0,0,checked
untapped,0.625,0.0,2,checked
illegitimacy,0.0,0.0,0,checked
embarkation,0.0,0.0,2,unchecked
passerine,0.0,0.0,2,unchecked
unoccupied,0.75,0.0,2,checked
systematic,0.5,0.0,0,unchecked
mindful,0.0,0.0,2,unchecked
insane,0.0,0.0,0,checked
contestable,0.0,0.625,1,unchecked
proportionately,0.0,0.0,2,unchecked
prepared,0.0,0.625,1,unchecked
disinherit,0.0,0.0,2,checked
embark,0.0,0.0,2,unchecked
disappear,0.0,0.0,2,checked
nonindulgent,0.0,0.0,2,checked
employable,0.0,0.375,1,unchecked
pleased,0.0,0.625,1,unchecked
solubility,0.0,0.0,2,unchecked
unmotorized,0.0,0.0,2,checked
merciless,0.0,0.0,0,checked
manageably,0.0,0.125,2,unchecked
refined,0.0,0.0,2,unchecked
substantial,0.0,0.0,2,unchecked
unfavorableness,0.625,0.0,0,checked
decent,0.0,0.0,2,unchecked
detach,0.0,0.0,2,checked
unattached,0.0,0.0,2,checked
undramatically,0.0,0.25,2,checked
judgmental,0.0,0.0,2,unchecked
uncontroversial,0.625,0.125,2,checked
fairly,0.25,0.125,2,unchecked
reversible,0.0,0.5,1,unchecked
irresoluteness,0.375,0.25,0,checked
downstairs,0.0,0.0,2,checked
toneless,0.0,0.0,0,checked
convergent,0.0,0.0,2,unchecked
critically,0.0,0.125,2,unchecked
inconveniently,0.0,0.125,0,checked
intemperance,0.375,0.375,0,checked
politeness,0.0,0.75,1,unchecked
gusseted,0.0,0.0,2,unchecked
unsettled,0.0,0.0,0,checked
inequitable,0.625,0.25,0,checked
unfaithfully,0.0,0.25,0,checked
overspend,0.0,0.0,2,unchecked
implacable,0.444,0.556,2,checked
inexplicable,0.5,0.125,2,checked
joyless,0.0,0.0,0,checked
unrenewable,0.125,0.125,0,checked
please,0.0,0.0,2,unchecked
insincerely,0.0,0.0,0,checked
unfurl,0.0,0.0,2,checked
bedded,0.0,0.0,2,unchecked
lossy,0.0,0.0,2,unchecked
divisible,0.0,0.5,1,unchecked
clearness,0.125,0.5,1,unchecked
dishonorably,0.0,0.25,0,checked
anestrous,0.0,0.0,2,checked
denationalize,0.0,0.0,2,checked
mutableness,0.125,0.625,1,unchecked
nonechoic,0.0,0.0,2,checked
precedented,0.0,0.0,2,unchecked
prudent,0.0,0.0,2,unchecked
dislodge,0.0,0.0,2,checked
impersonal,0.625,0.0,0,checked
asexual,0.625,0.0,2,checked
nonabsorbent,0.0,0.0,2,checked
acceptability,0.25,0.5,2,unchecked
ungroomed,0.75,0.125,0,checked
surgical,0.0,0.0,2,unchecked
active,0.5,0.375,2,unchecked
sensitizing,0.0,0.0,2,unchecked
tidy,0.0,0.0,2,unchecked
encourage,0.0,0.0,2,unchecked
significantly,0.0,0.0,2,unchecked
actable,0.0,0.625,1,unchecked
decelerate,0.0,0.0,2,checked
determined,0.0,0.0,2,unchecked
fragrant,0.0,0.0,2,unchecked
accessible,0.0,0.625,1,unchecked
discordant,0.0,0.0,0,checked
harmlessly,0.0,0.25,2,checked
uncoiled,0.5,0.0,2,checked
unoiled,0.125,0.0,2,checked
nonsteroidal,0.375,0.0,2,checked
flattering,0.0,0.0,2,unchecked
unsatisfactoriness,0.0,0.75,0,checked
abridged,0.0,0.0,2,unchecked
favorableness,0.125,0.625,1,unchecked
decentralize,0.0,0.0,2,checked
fatal,0.0,0.0,2,unchecked
nonbeing,0.0,0.0,2,checked
pardonable,0.0,0.125,2,unchecked
nonspeaking,0.0,0.0,2,checked
unlisted_security,0.0,0.0,2,checked
weaned,0.0,0.0,2,unchecked
undemonstrative,0.75,0.0,2,checked
honesty,0.375,0.5,2,unchecked
uncontaminated,0.625,0.125,1,checked
demagnetize,0.0,0.0,2,checked
behave,0.0,0.0,2,unchecked
undemocratically,0.0,0.25,0,checked
demythologize,0.0,0.0,2,checked
unwrap,0.0,0.0,2,checked
finiteness,0.25,0.375,2,unchecked
nonsyllabic,0.5,0.0,2,checked
disorienting,0.0,0.0,0,checked
unrepentant,0.75,0.0,0,checked
unsexy,0.0,0.0,0,checked
breakableness,0.0,0.0,2,unchecked
unwritten,0.25,0.375,2,checked
useless,0.0,0.0,0,checked
regularity,0.0,0.0,2,unchecked
energise,0.0,0.0,2,unchecked
dishonorable,0.5,0.5,0,checked
nonslippery,0.0,0.0,2,checked
resolute,0.0,0.0,2,unchecked
unappetizing,0.0,0.0,0,checked
decentralized,0.0,0.0,2,checked
decentralization,0.0,0.0,2,checked
contaminated,0.0,0.0,2,unchecked
movability,0.0,0.5,1,unchecked
sexual,0.125,0.375,2,unchecked
suitableness,0.0,0.625,1,unchecked
ungraciously,0.0,0.0,0,checked
trust,0.0,0.0,2,unchecked
desecrate,0.0,0.0,0,checked
obediently,0.0,0.375,1,unchecked
proportion,0.0,0.0,2,unchecked
explicable,0.0,0.625,1,unchecked
uncivil,0.0,0.875,0,checked
necked,0.0,0.0,2,unchecked
limited,0.0,0.0,2,unchecked
disenchanted,0.0,0.0,0,checked
unfueled,0.625,0.0,2,checked
downwardly,0.125,0.0,2,checked
irresponsibility,0.375,0.0,0,checked
composure,0.0,0.375,1,unchecked
framed,0.0,0.0,2,unchecked
heedless,0.0,0.0,0,checked
normotensive,0.125,0.0,2,unchecked
caulescent,0.0,0.0,2,unchecked
moneyless,0.0,0.0,0,checked
erect,0.0,0.0,2,unchecked
married,0.0,0.0,2,unchecked
compress,0.0,0.0,2,unchecked
direct,0.25,0.0,2,unchecked
complainingly,0.0,0.0,2,unchecked
sealed,0.0,0.0,2,unchecked
unstuff,0.0,0.0,2,checked
tastelessness,0.0,0.0,0,checked
unabridged,0.0,0.0,2,checked
convergency,0.0,0.0,2,unchecked
comfortable,0.75,0.0,0,unchecked
excommunicate,0.0,0.0,2,checked
inaccuracy,0.75,0.125,0,checked
indehiscent,0.0,0.0,2,checked
unpalatably,0.0,0.0,0,checked
invalid,0.75,0.0,0,checked
unrentable,0.375,0.25,2,checked
gutsiness,0.375,0.375,2,unchecked
diverge,0.0,0.0,2,checked
reportable,0.0,0.125,2,unchecked
incompressible,0.625,0.0,2,checked
nonrigid,0.0,0.125,2,checked
nondevelopment,0.25,0.0,0,checked
distinguishable,0.0,0.625,1,unchecked
unenforced,0.5,0.0,2,checked
immodest,0.0,0.0,0,checked
intelligibility,0.25,0.5,2,unchecked
obtrusiveness,0.25,0.375,2,unchecked
uninteresting,0.0,0.0,0,checked
admissible,0.625,0.25,0,unchecked
inexplicitness,0.625,0.25,2,checked
good_fortune,0.0,0.25,2,unchecked
conveniently,0.0,0.125,2,unchecked
noncrucial,0.25,0.5,0,checked
opposed,0.0,0.0,2,unchecked
intractable,0.75,0.0,0,checked
integrated,0.0,0.0,2,unchecked
seasonable,0.0,0.0,2,unchecked
inadequate,0.0,0.0,0,checked
defeasible,0.0,0.5,1,unchecked
dependably,0.0,0.25,2,unchecked
declassify,0.0,0.0,2,checked
unretentive,0.125,0.0,0,checked
arboreal,0.0,0.0,2,unchecked
inflexible,0.25,0.125,0,checked
deglycerolize,0.0,0.0,2,checked
permanence,0.0,0.0,2,unchecked
clockwise,0.0,0.0,2,unchecked
obstructed,0.0,0.0,2,unchecked
analphabetic,0.0,0.0,2,checked
maturely,0.0,0.125,2,unchecked
uncorrected,0.75,0.0,0,checked
comprehensibility,0.25,0.25,2,unchecked
unconscientious,0.75,0.0,0,checked
rationally,0.0,0.125,2,unchecked
unreasonable,0.375,0.375,0,checked
uncultivated,0.0,0.0,0,checked
exactly,0.0,0.125,2,unchecked
assertive,0.25,0.625,1,unchecked
consecrated,0.0,0.0,2,unchecked
indispensable,0.0,0.0,1,checked
dissuasive,0.0,0.0,0,checked
antinode,0.0,0.0,2,checked
inhospitable,0.125,0.125,0,checked
unprovocative,0.25,0.375,2,checked
outgoing,0.0,0.0,1,checked
asymmetry,0.375,0.0,2,checked
incongruousness,0.875,0.125,2,checked
inclement,0.0,0.0,0,checked
conformist,0.0,0.375,1,unchecked
uncombed,0.0,0.0,2,checked
magnetic,0.0,0.0,2,unchecked
deservedly,0.0,0.0,2,unchecked
unfold,0.0,0.0,2,checked
unostentatious,0.125,0.0,2,checked
merciful,0.0,0.0,2,unchecked
unproductiveness,0.375,0.125,0,checked
uninjured,0.5,0.375,1,checked
evenness,0.375,0.25,2,unchecked
materialise,0.0,0.0,2,unchecked
temperate,0.0,0.0,2,unchecked
made,0.0,0.0,2,unchecked
stableness,0.0,0.5,1,unchecked
unvaried,0.25,0.125,2,checked
indecisiveness,0.0,0.0,0,checked
underexpose,0.0,0.0,2,checked
underestimate,0.5,0.0,0,checked
satiate,0.0,0.0,2,unchecked
illegitimately,0.0,0.25,0,checked
concealed,0.0,0.0,2,unchecked
nonjudgmental,0.125,0.0,1,checked
successfully,0.0,0.125,2,unchecked
ionate,0.0,0.0,2,unchecked
unexcitable,0.125,0.375,0,checked
unfurnished,0.0,0.0,2,checked
accordant,0.0,0.0,2,unchecked
immorality,0.75,0.25,0,checked
modern,0.25,0.0,2,unchecked
de-ionate,0.0,0.0,2,checked
inboard,0.0,0.0,2,unchecked
pointed,0.0,0.0,2,unchecked
incaution,0.125,0.375,0,checked
meaty,0.0,0.0,2,unchecked
hearten,0.0,0.0,2,unchecked
worthiness,0.0,0.5,1,unchecked
unshuttered,0.75,0.0,2,checked
uninhabited,0.5,0.0,2,checked
unprophetic,0.0,0.0,2,checked
liberality,0.0,0.0,2,unchecked
unexpected,0.375,0.125,2,checked
brainwashed,0.0,0.0,2,unchecked
disunify,0.0,0.0,0,checked
enable,0.0,0.0,2,unchecked
carefulness,0.0,0.375,1,unchecked
ventilated,0.0,0.0,2,unchecked
non-invertible,0.625,0.0,2,checked
woody,0.0,0.0,2,unchecked
reconcilable,0.0,0.625,1,unchecked
reverence,0.0,0.5,1,unchecked
hypotonic,0.0,0.0,2,checked
efficiently,0.0,0.25,2,unchecked
stuff,0.0,0.0,2,unchecked
improper,0.0,0.0,0,checked
unpaved,0.75,0.0,2,checked
unsuitableness,0.25,0.5,0,checked
solvency,0.0,0.0,2,unchecked
gnostic,0.0,0.0,2,unchecked
stabilize,0.0,0.0,2,unchecked
ambiguously,0.0,0.375,1,unchecked
inopportuneness,0.25,0.375,0,checked
unsolved,0.125,0.125,2,checked
unscheduled,0.625,0.0,2,checked
unsympathetic,0.875,0.0,0,checked
fasten,0.0,0.0,2,unchecked
indulgent,0.0,0.0,2,unchecked
unbound,0.0,0.0,2,checked
knowable,0.0,0.625,1,unchecked
imprudent,0.0,0.0,0,checked
criminalization,0.0,0.0,2,unchecked
irreversibility,0.25,0.375,2,checked
constitutional,0.0,0.75,1,unchecked
numerate,0.0,0.0,2,unchecked
subjacent,0.0,0.0,2,checked
lossless,0.0,0.0,2,checked
securely,0.0,0.125,2,unchecked
impure,0.0,0.0,0,checked
indirectness,0.25,0.0,2,checked
unpackaged,0.5,0.125,2,checked
ambitiously,0.0,0.375,1,unchecked
operable,0.0,0.5,1,unchecked
inconvenience,0.875,0.0,0,checked
unassisted,0.25,0.0,2,checked
persuasiveness,0.0,0.0,2,unchecked
unquiet,0.75,0.0,0,checked
unencumbered,0.375,0.5,1,checked
undimmed,0.75,0.0,2,checked
popular,0.0,0.125,2,unchecked
armed,0.0,0.0,2,unchecked
actinal,0.0,0.0,2,unchecked
discourtesy,1.0,0.0,0,checked
odourise,0.0,0.0,2,unchecked
blemished,0.0,0.0,2,unchecked
ungeared,0.625,0.0,2,checked
veiled,0.0,0.0,2,unchecked
toned,0.0,0.0,2,unchecked
disposable,0.0,0.5,1,unchecked
unerect,0.625,0.0,2,checked
unopposed,0.75,0.0,2,checked
like,0.0,0.0,2,unchecked
unsoundness,0.25,0.0,0,checked
nationalise,0.0,0.0,2,unchecked
nonprehensile,0.0,0.0,2,checked
implausibility,0.5,0.375,2,checked
surprising,0.0,0.0,2,unchecked
productiveness,0.25,0.375,2,unchecked
deductive,0.0,0.0,2,checked
adoptable,0.0,0.75,1,unchecked
disjunct,0.0,0.0,2,checked
diluted,0.0,0.0,2,unchecked
bound,0.0,0.0,2,unchecked
overact,0.0,0.0,2,unchecked
disapproval,0.375,0.125,0,checked
humane,0.0,0.0,2,unchecked
uninterestingly,0.0,0.375,0,checked
desegregate,0.0,0.0,2,checked
unprepared,0.5,0.125,0,checked
reliableness,0.0,0.625,1,unchecked
punctureless,0.0,0.0,2,checked
disreputable,0.25,0.375,0,checked
color,0.0,0.0,2,unchecked
unsatisfactory,0.0,0.0,0,checked
uncrossed,0.125,0.0,2,checked
unenthusiastic,0.5,0.25,0,checked
imperishable,0.375,0.0,1,checked
irreligious,0.5,0.125,2,checked
biodegradable_pollution,0.5,0.25,2,unchecked
happiness,0.0,1.0,1,unchecked
intelligible,0.0,0.25,2,unchecked
practicableness,0.25,0.375,2,unchecked
insentient,0.0,0.0,2,checked
acarpelous,0.0,0.0,2,checked
representational,0.0,0.0,2,unchecked
unweave,0.0,0.0,2,checked
lawful,0.0,0.125,2,unchecked
approachable,0.0,0.625,1,unchecked
grammatically,0.0,0.0,2,unchecked
permissibility,0.0,0.0,2,unchecked
box,0.0,0.0,2,unchecked
unmuzzle,0.0,0.0,2,checked
hypotensive,0.5,0.0,2,checked
maladroit,0.0,0.0,0,checked
bimodal,0.0,0.0,2,unchecked
hypotonicity,0.0,0.0,2,checked
uncertified,0.25,0.0,0,checked
incomprehensible,0.5,0.125,0,checked
effortless,0.0,0.0,1,checked
asynchronous,0.0,0.0,2,checked
unconsciousness,0.25,0.0,0,checked
melodious,0.0,0.5,1,unchecked
illiterate,0.5,0.0,0,checked
usualness,0.75,0.125,0,unchecked
unprejudiced,0.0,0.5,1,checked
effectually,0.0,0.25,2,unchecked
superior,0.0,0.625,1,unchecked
unenlightening,0.0,0.0,0,checked
roofless,0.0,0.0,2,checked
mature,0.0,0.0,2,unchecked
probable,0.75,0.0,0,unchecked
livable,0.0,0.625,1,unchecked
instructive,0.0,0.0,2,unchecked
off-site,0.0,0.0,2,unchecked
infelicitously,0.0,0.25,0,checked
perviousness,0.0,0.0,2,unchecked
insignificantly,0.0,0.125,0,checked
angry,0.375,0.375,2,unchecked
pack,0.25,0.0,2,unchecked
unreliability,0.625,0.25,0,checked
conductive,0.0,0.0,2,unchecked
plausible,0.0,0.5,1,unchecked
avirulent,0.0,0.0,2,checked
mated,0.0,0.0,2,unchecked
exculpatory,0.0,0.0,2,unchecked
moneyed,0.0,0.0,2,unchecked
unportable,0.375,0.125,2,checked
providence,0.0,0.0,2,unchecked
noticeable,0.0,0.625,1,unchecked
jawless,0.0,0.0,2,checked
inalienable,0.375,0.125,2,checked
disrespectfully,0.0,0.125,0,checked
unpleasantly,0.25,0.0,0,checked
untwist,0.0,0.0,2,checked
inflate,0.0,0.0,2,unchecked
uneducated,0.75,0.25,0,checked
distributed,0.0,0.0,2,checked
presidential,0.0,0.0,2,unchecked
attention,0.0,0.0,2,unchecked
attractive,0.0,0.875,1,unchecked
subartesian,0.125,0.0,2,checked
concern,0.0,0.25,2,unchecked
unfashionably,0.0,0.25,0,checked
significance,0.25,0.5,2,unchecked
successful,0.0,0.625,1,unchecked
expected,0.0,0.0,2,unchecked
unconstitutionally,0.0,0.25,2,checked
irreverence,0.375,0.25,0,checked
castrated,0.0,0.0,2,unchecked
unseal,0.0,0.0,2,checked
impenetrability,0.375,0.5,2,checked
iodinate,0.0,0.0,2,unchecked
import,0.0,0.0,2,checked
nonterritorial,0.125,0.0,2,checked
planned,0.0,0.0,2,unchecked
unpropitiously,0.0,0.25,0,checked
likelihood,0.0,0.25,2,unchecked
uninformative,0.25,0.0,0,checked
demilitarize,0.0,0.0,2,checked
insecurity,0.125,0.0,0,checked
soluble,0.0,0.25,2,unchecked
flowerless,0.0,0.0,2,checked
dependable,0.0,0.375,1,unchecked
indiscreetly,0.25,0.0,0,checked
unbordered,0.0,0.0,2,checked
barreled,0.0,0.0,2,unchecked
unsportingly,0.0,0.125,0,checked
noncyclic,0.25,0.125,2,checked
tonal,0.0,0.125,2,unchecked
impossibly,0.125,0.0,2,checked
resistible,0.0,0.5,1,unchecked
unconnected,0.625,0.0,2,checked
undescriptive,0.75,0.125,0,checked
legitimacy,0.125,0.125,2,unchecked
immature,0.0,0.0,0,checked
intestate,0.0,0.0,2,checked
distrustfully,0.0,0.0,0,checked
corruptibility,0.5,0.375,2,unchecked
stomatous,0.0,0.0,2,unchecked
unmodified,0.75,0.0,2,checked
adhesive,0.5,0.25,2,unchecked
unjust,0.375,0.375,0,checked
unclear,0.125,0.375,0,checked
discriminate,0.0,0.0,2,unchecked
consistent,0.0,0.0,2,unchecked
wittingly,0.0,0.125,2,unchecked
unrigged,0.0,0.0,2,checked
dislike,0.0,0.0,0,checked
conscientious,0.375,0.25,2,unchecked
consistently,0.0,0.25,2,unchecked
hatted,0.0,0.0,2,unchecked
unmoving,0.0,0.0,2,checked
nonarbitrable,0.625,0.0,2,checked
trustworthiness,0.0,0.75,1,unchecked
caution,0.0,0.375,1,unchecked
unairworthy,0.5,0.25,0,checked
sanely,0.0,0.375,1,unchecked
compassionate,0.0,0.0,2,unchecked
lawfulness,0.25,0.375,2,unchecked
insubordination,0.125,0.125,0,checked
controlled,0.0,0.0,2,unchecked
heedlessness,0.0,0.0,0,checked
constipated,0.0,0.0,2,unchecked
echoic,0.0,0.0,2,unchecked
kindness,0.375,0.625,2,unchecked
particulate,0.0,0.0,2,unchecked
unlikelihood,0.0,0.125,2,checked
unsized,0.625,0.0,2,checked
breakable,0.5,0.25,2,unchecked
unworldly,0.0,0.0,2,checked
meatless,0.0,0.0,2,checked
enlist,0.0,0.0,2,unchecked
ingenuousness,0.375,0.625,2,unchecked
extended,0.0,0.0,2,unchecked
disequilibrium,0.0,0.0,0,checked
nonadhesive,0.75,0.0,2,checked
achromatic_color,0.125,0.0,2,checked
nonrepresentative,0.625,0.0,0,checked
unsavory,0.0,0.0,0,checked
nonabsorbency,0.0,0.0,2,checked
unplanned,0.375,0.125,2,checked
unventilated,0.25,0.0,0,checked
insecureness,0.125,0.0,0,checked
disrespectful,0.0,0.0,0,checked
unemotional,0.444,0.556,2,checked
real,0.0,0.0,2,unchecked
grateful,0.0,0.0,2,unchecked
weedy,0.0,0.0,2,unchecked
nationalize,0.0,0.0,2,unchecked
nonsuppurative,0.25,0.0,2,checked
cyclic,0.0,0.0,2,unchecked
unknowable,0.25,0.125,2,checked
spherical,0.0,0.0,2,unchecked
discontent,0.0,0.125,0,checked
removable,0.0,0.625,1,unchecked
applicability,0.0,0.25,2,unchecked
emotional_person,0.0,0.125,2,unchecked
unintelligibly,0.0,0.125,2,checked
inclination,0.0,0.375,1,unchecked
licit,0.0,0.0,2,unchecked
unrecoverable,0.5,0.0,0,checked
bordered,0.0,0.0,2,unchecked
include,0.0,0.0,2,unchecked
unsound,0.0,0.0,0,checked
incommutable,0.5,0.0,2,checked
inopportunely,0.0,0.0,0,checked
unresponsiveness,0.5,0.0,0,checked
irresponsibleness,0.375,0.0,0,checked
judiciousness,0.0,0.875,1,unchecked
untruthfully,0.0,0.25,0,checked
unstrain,0.0,0.0,1,checked
topped,0.0,0.0,2,unchecked
regulated,0.0,0.0,2,unchecked
illiteracy,0.5,0.125,0,checked
educated,0.0,0.0,2,unchecked
likeliness,0.0,0.25,2,unchecked
painlessly,0.375,0.0,1,checked
upwards,0.0,0.0,2,unchecked
faceted,0.0,0.0,2,unchecked
spell,0.0,0.0,2,unchecked
grudgingly,0.0,0.25,2,unchecked
dress,0.0,0.0,2,unchecked
impermanence,0.25,0.0,2,checked
mediate,0.0,0.0,2,unchecked
conventional,0.375,0.375,2,unchecked
imprudently,0.0,0.25,0,checked
regretful,0.0,0.0,2,unchecked
incapability,0.25,0.0,0,checked
boneless,0.0,0.0,2,checked
unimpressionable,0.75,0.0,0,checked
unsuitably,0.125,0.125,0,checked
disincarnate,0.0,0.0,2,checked
obey,0.0,0.0,2,unchecked
bequeath,0.0,0.0,2,unchecked
indicate,0.0,0.0,2,unchecked
incapacity,0.0,0.375,0,checked
singular_matrix,0.0,0.0,2,unchecked
unpretentiousness,0.5,0.375,2,checked
competent,0.0,0.0,2,unchecked
unlikely,0.625,0.0,0,checked
decertify,0.0,0.0,0,checked
unexcitingly,0.0,0.25,0,checked
unwittingly,0.375,0.0,2,checked
distinct,0.0,0.0,2,unchecked
timeliness,0.0,0.0,2,unchecked
discomposed,0.0,0.0,0,checked
bearing,0.0,0.0,2,unchecked
unrestricted,0.625,0.0,2,checked
detected,0.0,0.0,2,unchecked
unbolt,0.0,0.0,2,checked
roofed,0.0,0.0,2,unchecked
exciting,0.0,0.0,2,unchecked
lipless,0.0,0.0,2,checked
unwoven,0.0,0.0,2,checked
unmusical,0.25,0.0,2,checked
sectarian,0.0,0.0,2,unchecked
compartmented,0.0,0.0,2,unchecked
paid,0.0,0.0,2,unchecked
nonspatial,0.25,0.0,2,checked
overstock,0.0,0.0,2,unchecked
strap,0.0,0.0,2,unchecked
dissuasion,0.0,0.0,0,checked
categoreme,0.0,0.5,1,unchecked
painted,0.0,0.0,2,unchecked
irreplaceable,0.75,0.0,1,checked
unnecessary,0.25,0.25,0,checked
fruitlessness,0.375,0.125,0,checked
loaded,0.0,0.0,2,unchecked
nonmechanical,0.25,0.0,2,checked
recognizably,0.0,0.0,2,unchecked
pointless,0.0,0.0,0,checked
insanely,0.25,0.5,2,checked
monetization,0.0,0.0,2,unchecked
ethically,0.0,0.0,2,unchecked
unpatriotically,0.0,0.25,0,checked
tramontane,0.0,0.0,2,checked
tribalisation,0.0,0.0,2,unchecked
arrange,0.0,0.0,2,unchecked
immoderate,0.0,0.0,0,checked
disarmament,0.0,0.0,2,checked
equivocal,0.125,0.25,2,unchecked
gracefully,0.0,0.25,2,unchecked
unattractiveness,0.25,0.0,0,checked
conformism,0.0,0.0,2,unchecked
satisfactory,0.0,0.0,2,unchecked
clasp,0.0,0.0,2,unchecked
sociable,0.125,0.625,1,unchecked
orad,0.0,0.0,2,unchecked
prehensile,0.0,0.0,2,unchecked
penetrable,0.0,0.0,2,unchecked
nonextensile,0.0,0.0,2,checked
inexpensiveness,0.125,0.375,1,checked
alike,0.0,0.0,2,unchecked
congruent,0.0,0.0,2,unchecked
unsecured_bond,0.0,0.0,2,checked
motionlessness,0.375,0.0,2,checked
ungrammatical,0.75,0.0,0,checked
unfathomable,0.625,0.0,2,checked
elate,0.0,0.0,2,unchecked
branchless,0.0,0.0,2,checked
immigrate,0.0,0.0,2,checked
functional,0.0,0.5,1,unchecked
restrict,0.0,0.0,2,unchecked
seedy,0.0,0.0,2,unchecked
willing,0.0,0.5,1,unchecked
carved,0.0,0.0,2,unchecked
unmerited,0.625,0.125,0,checked
disadvantageously,0.625,0.125,0,checked
nonconformism,0.0,0.0,2,checked
thoughtless,0.0,0.0,0,checked
disembarkation,0.0,0.0,2,checked
unsupervised,0.5,0.125,2,checked
unpolished,0.5,0.0,0,checked
unrepeatable,0.5,0.0,2,checked
nonprofessional,0.625,0.0,0,checked
civilized,0.0,0.0,2,unchecked
bar,0.0,0.0,2,unchecked
reasonable,0.0,0.5,1,unchecked
unfasten,0.0,0.0,2,checked
utopia,0.0,0.0,2,unchecked
illicitly,0.0,0.25,0,checked
unseasonably,0.5,0.0,2,checked
humanize,0.0,0.0,2,unchecked
unglazed,0.625,0.0,2,checked
tolerant,0.0,0.0,2,unchecked
classify,0.0,0.0,2,unchecked
mismatched,0.0,0.0,0,checked
infrequent,0.0,0.0,2,checked
traveled,0.0,0.0,2,unchecked
alcoholic,0.0,0.0,2,unchecked
unceremoniousness,0.25,0.5,2,checked
nonaddictive,0.5,0.25,1,checked
destalinize,0.0,0.0,2,checked
illicitness,0.75,0.0,0,checked
tribalization,0.0,0.0,2,unchecked
de-iodinating,0.0,0.0,2,checked
tempered,0.0,0.0,2,unchecked
informative,0.0,0.125,2,unchecked
unpretentiously,0.0,0.375,1,checked
clip,0.0,0.0,2,unchecked
convertible,0.0,0.5,1,unchecked
unpretentious,0.375,0.25,1,checked
dispose,0.0,0.0,2,unchecked
non-market_economy,0.0,0.0,2,checked
edible,0.0,0.25,2,unchecked
assigned,0.0,0.0,2,unchecked
injectable,0.0,0.5,1,unchecked
underact,0.0,0.0,2,checked
thoughtlessly,0.0,0.25,0,checked
nonassociative,0.125,0.0,2,checked
dissent,0.0,0.0,0,checked
unacceptability,0.75,0.125,0,checked
addressed,0.0,0.0,2,unchecked
imaginatively,0.0,0.0,2,unchecked
vertebrate,0.0,0.0,2,unchecked
moonlit,0.0,0.0,2,unchecked
uneager,0.0,0.0,0,checked
varied,0.0,0.0,2,unchecked
hygienically,0.0,0.25,2,unchecked
wheelless,0.0,0.0,2,checked
transitively,0.0,0.25,2,unchecked
righteous,0.0,0.875,1,unchecked
domestic,0.0,0.0,2,unchecked
impreciseness,0.5,0.375,0,checked
arranged,0.0,0.0,2,unchecked
illegality,0.375,0.0,0,checked
synchronize,0.0,0.0,2,unchecked
outlaw,0.25,0.0,0,checked
unprecedented,0.0,0.0,2,checked
nonreciprocal,0.125,0.0,2,checked
unsensational,0.625,0.125,0,checked
inexact,0.0,0.0,0,checked
indecisively,0.125,0.0,2,checked
virulent,0.0,0.0,2,unchecked
enfranchised,0.0,0.0,2,unchecked
insanity,0.375,0.25,0,checked
aborad,0.0,0.0,2,checked
denaturalize,0.0,0.0,2,checked
unimaginatively,0.0,0.125,2,checked
expectedness,0.0,0.0,2,unchecked
unmated,0.0,0.0,2,checked
neurotic,0.5,0.0,0,unchecked
civility,0.0,0.375,1,unchecked
nonparticipation,0.0,0.0,2,checked
undershoot,0.0,0.0,0,checked
mortal,0.0,0.0,2,unchecked
feasibility,0.25,0.375,2,unchecked
unacceptably,0.375,0.0,0,checked
pressurise,0.0,0.0,2,unchecked
permissive,0.0,0.0,2,unchecked
legibly,0.0,0.25,2,unchecked
carelessly,0.375,0.0,0,checked
witting,0.0,0.0,2,unchecked
indecorously,0.0,0.0,0,checked
undramatic,0.5,0.125,2,checked
unscalable,0.0,0.625,0,checked
hypertonicity,0.0,0.0,2,unchecked
disfluency,0.0,0.0,2,checked
buttoned,0.0,0.0,2,unchecked
nonfunctional,0.75,0.0,0,checked
fastened,0.0,0.0,2,unchecked
perfectly,0.0,0.5,1,unchecked
downgrade,0.0,0.0,0,checked
security,0.125,0.5,1,unchecked
legibility,0.0,0.25,2,unchecked
unpowered,0.625,0.0,2,checked
ill-advised,0.125,0.0,0,checked
informed,0.0,0.0,2,unchecked
aboral,0.0,0.0,2,checked
hypervolemia,0.0,0.0,2,unchecked
stressed,0.0,0.0,2,unchecked
scramble,0.0,0.0,2,unchecked
hospitality,0.0,0.25,2,unchecked
hypotonia,0.0,0.0,2,checked
destructible,0.125,0.125,2,unchecked
undesirable,0.5,0.125,0,checked
uncommonness,0.0,0.375,2,checked
self-consciously,0.0,0.25,2,unchecked
unlucky,0.75,0.125,0,checked
unoriginal,0.75,0.0,0,checked
certain,0.5,0.125,0,unchecked
nontraditional,0.875,0.0,2,checked
insured,0.375,0.0,0,unchecked
organise,0.0,0.0,2,unchecked
graciously,0.0,0.375,1,unchecked
directly,0.0,0.0,2,unchecked
