,Unnamed: 0,neg_word,pos_word,hyphen_word,negative_affix,tokenizer,neg_bytes,neg_correct,soft_neg_correct,pos_bytes,pos_correct,soft_pos_correct,hyphen_bytes,hyphen_correct,soft_hyphen_correct,tokenizer_type,Predict,NegMorph
16636,16636,carelessly,carefully,care-lessly,less,meta-llama/Llama-2-13b-chat-hf,"['care', 'lessly']",Incorrect,Correct,['carefully'],Not segmented,Not segmented,"['care', '-', 'lessly']",Incorrect,Correct,sentencepiece,0,Under-segmented
16646,16646,incautiously,cautiously,in-cautiously,in,meta-llama/Llama-2-13b-chat-hf,"['in', 'ca', 'ut', 'iously']",Correct,Correct,"['c', 'aut', 'iously']",Incorrect,Incorrect,"['in', '-', 'ca', 'ut', 'iously']",Correct,Correct,sentencepiece,0,Correct
16656,16656,uncharacteristically,characteristically,un-characteristically,un,meta-llama/Llama-2-13b-chat-hf,"['un', 'character', 'ist', 'ically']",Correct,Correct,"['character', 'ist', 'ically']",Incorrect,Incorrect,"['un', '-', 'character', 'ist', 'ically']",Correct,Correct,sentencepiece,0,Correct
16666,16666,cheerlessly,cheerfully,cheer-lessly,less,meta-llama/Llama-2-13b-chat-hf,"['cheer', 'lessly']",Incorrect,Correct,"['cheer', 'fully']",Incorrect,Incorrect,"['cheer', '-', 'lessly']",Incorrect,Correct,sentencepiece,0,Under-segmented
16676,16676,unchivalrously,chivalrously,un-chivalrously,un,meta-llama/Llama-2-13b-chat-hf,"['un', 'ch', 'ival', 'r', 'ously']",Correct,Correct,"['ch', 'ival', 'r', 'ously']",Incorrect,Incorrect,"['un', '-', 'ch', 'ival', 'r', 'ously']",Correct,Correct,sentencepiece,0,Correct
16686,16686,uncivilly,civilly,un-civilly,un,meta-llama/Llama-2-13b-chat-hf,"['un', 'c', 'ivil', 'ly']",Correct,Correct,"['civil', 'ly']",Incorrect,Incorrect,"['un', '-', 'c', 'ivil', 'ly']",Correct,Correct,sentencepiece,0,Correct
16696,16696,incoherently,coherently,in-coherently,in,meta-llama/Llama-2-13b-chat-hf,"['in', 'co', 'her', 'ently']",Correct,Correct,"['coh', 'er', 'ently']",Incorrect,Incorrect,"['in', '-', 'co', 'her', 'ently']",Correct,Correct,sentencepiece,0,Correct
16706,16706,uncomfortably,comfortably,un-comfortably,un,meta-llama/Llama-2-13b-chat-hf,"['un', 'com', 'fort', 'ably']",Correct,Correct,"['comfort', 'ably']",Incorrect,Incorrect,"['un', '-', 'com', 'fort', 'ably']",Correct,Correct,sentencepiece,0,Correct
16716,16716,incompatibly,compatibly,in-compatibly,in,meta-llama/Llama-2-13b-chat-hf,"['in', 'compat', 'ibly']",Correct,Correct,"['compat', 'ibly']",Incorrect,Incorrect,"['in', '-', 'compat', 'ibly']",Correct,Correct,sentencepiece,0,Correct
16726,16726,incompetently,competently,in-competently,in,meta-llama/Llama-2-13b-chat-hf,"['in', 'comp', 'et', 'ently']",Correct,Correct,"['compet', 'ently']",Incorrect,Incorrect,"['in', '-', 'comp', 'et', 'ently']",Correct,Correct,sentencepiece,0,Correct
16736,16736,noncompetitively,competitively,non-competitively,non,meta-llama/Llama-2-13b-chat-hf,"['non', 'comp', 'et', 'it', 'ively']",Correct,Correct,"['compet', 'it', 'ively']",Incorrect,Incorrect,"['non', '-', 'comp', 'et', 'it', 'ively']",Correct,Correct,sentencepiece,0,Correct
16746,16746,noncomprehensively,comprehensively,non-comprehensively,non,meta-llama/Llama-2-13b-chat-hf,"['non', 'com', 'pre', 'hens', 'ively']",Correct,Correct,"['compreh', 'ens', 'ively']",Incorrect,Incorrect,"['non', '-', 'com', 'pre', 'hens', 'ively']",Correct,Correct,sentencepiece,1,Correct
16756,16756,inconclusively,conclusively,in-conclusively,in,meta-llama/Llama-2-13b-chat-hf,"['incon', 'clus', 'ively']",Incorrect,Correct,"['conclus', 'ively']",Incorrect,Incorrect,"['in', '-', 'con', 'clus', 'ively']",Correct,Correct,sentencepiece,0,Under-segmented
16766,16766,unconditionally,conditionally,un-conditionally,un,meta-llama/Llama-2-13b-chat-hf,"['un', 'condition', 'ally']",Correct,Correct,"['condition', 'ally']",Incorrect,Incorrect,"['un', '-', 'condition', 'ally']",Correct,Correct,sentencepiece,0,Correct
16776,16776,unconsciously,consciously,un-consciously,un,meta-llama/Llama-2-13b-chat-hf,"['un', 'cons', 'ci', 'ously']",Correct,Correct,"['cons', 'ci', 'ously']",Incorrect,Incorrect,"['un', '-', 'cons', 'ci', 'ously']",Correct,Correct,sentencepiece,0,Correct
16786,16786,inconsequentially,consequentially,in-consequentially,in,meta-llama/Llama-2-13b-chat-hf,"['incon', 'sequ', 'entially']",Incorrect,Correct,"['consequ', 'entially']",Incorrect,Incorrect,"['in', '-', 'con', 'sequ', 'entially']",Correct,Correct,sentencepiece,1,Under-segmented
16796,16796,inconsiderately,considerately,in-considerately,in,meta-llama/Llama-2-13b-chat-hf,"['incons', 'ider', 'ately']",Incorrect,Correct,"['consider', 'ately']",Incorrect,Incorrect,"['in', '-', 'cons', 'ider', 'ately']",Correct,Correct,sentencepiece,0,Under-segmented
16806,16806,inconsistently,consistently,in-consistently,in,meta-llama/Llama-2-13b-chat-hf,"['incons', 'ist', 'ently']",Incorrect,Correct,"['consist', 'ently']",Incorrect,Incorrect,"['in', '-', 'cons', 'ist', 'ently']",Correct,Correct,sentencepiece,0,Under-segmented
16816,16816,inconspicuously,conspicuously,in-conspicuously,in,meta-llama/Llama-2-13b-chat-hf,"['incon', 'sp', 'ic', 'u', 'ously']",Incorrect,Correct,"['consp', 'ic', 'u', 'ously']",Incorrect,Incorrect,"['in', '-', 'con', 'sp', 'ic', 'u', 'ously']",Correct,Correct,sentencepiece,1,Under-segmented
16826,16826,unconstitutionally,constitutionally,un-constitutionally,un,meta-llama/Llama-2-13b-chat-hf,"['un', 'const', 'itution', 'ally']",Correct,Correct,"['constitution', 'ally']",Incorrect,Incorrect,"['un', '-', 'const', 'itution', 'ally']",Correct,Correct,sentencepiece,0,Correct
16836,16836,uncontroversially,controversially,un-controversially,un,meta-llama/Llama-2-13b-chat-hf,"['un', 'cont', 'ro', 'vers', 'ial', 'ly']",Correct,Correct,"['controvers', 'ial', 'ly']",Incorrect,Incorrect,"['un', '-', 'cont', 'ro', 'vers', 'ial', 'ly']",Correct,Correct,sentencepiece,0,Correct
16846,16846,inconveniently,conveniently,in-conveniently,in,meta-llama/Llama-2-13b-chat-hf,"['incon', 'ven', 'ient', 'ly']",Incorrect,Correct,"['convenient', 'ly']",Incorrect,Incorrect,"['in', '-', 'con', 'ven', 'ient', 'ly']",Correct,Correct,sentencepiece,0,Under-segmented
16856,16856,unconventionally,conventionally,un-conventionally,un,meta-llama/Llama-2-13b-chat-hf,"['un', 'con', 'vention', 'ally']",Correct,Correct,"['convention', 'ally']",Incorrect,Incorrect,"['un', '-', 'con', 'vention', 'ally']",Correct,Correct,sentencepiece,0,Correct
16866,16866,unconvincingly,convincingly,un-convincingly,un,meta-llama/Llama-2-13b-chat-hf,"['un', 'con', 'vin', 'cing', 'ly']",Correct,Correct,"['convin', 'cing', 'ly']",Incorrect,Incorrect,"['un', '-', 'con', 'vin', 'cing', 'ly']",Correct,Correct,sentencepiece,0,Correct
16876,16876,incorrectly,correctly,in-correctly,in,meta-llama/Llama-2-13b-chat-hf,['incorrectly'],Not segmented,Correct,['correctly'],Not segmented,Not segmented,"['in', '-', 'correct', 'ly']",Correct,Correct,sentencepiece,0,Under-segmented
16886,16886,discourteously,courteously,dis-courteously,dis,meta-llama/Llama-2-13b-chat-hf,"['disc', 'our', 'te', 'ously']",Incorrect,Correct,"['cour', 'te', 'ously']",Incorrect,Incorrect,"['dis', '-', 'c', 'our', 'te', 'ously']",Correct,Correct,sentencepiece,0,Under-segmented
16896,16896,uncritically,critically,un-critically,un,meta-llama/Llama-2-13b-chat-hf,"['un', 'crit', 'ically']",Correct,Correct,"['crit', 'ically']",Incorrect,Incorrect,"['un', '-', 'crit', 'ically']",Correct,Correct,sentencepiece,0,Correct
16906,16906,indecently,decently,in-decently,in,meta-llama/Llama-2-13b-chat-hf,"['inde', 'cent', 'ly']",Incorrect,Correct,"['dec', 'ently']",Incorrect,Incorrect,"['in', '-', 'de', 'cent', 'ly']",Correct,Correct,sentencepiece,0,Under-segmented
16916,16916,indecisively,decisively,in-decisively,in,meta-llama/Llama-2-13b-chat-hf,"['inde', 'cis', 'ively']",Incorrect,Correct,"['decis', 'ively']",Incorrect,Incorrect,"['in', '-', 'de', 'cis', 'ively']",Correct,Correct,sentencepiece,0,Under-segmented
16926,16926,indecorously,decorously,in-decorously,in,meta-llama/Llama-2-13b-chat-hf,"['inde', 'cor', 'ously']",Incorrect,Correct,"['decor', 'ously']",Incorrect,Incorrect,"['in', '-', 'decor', 'ously']",Correct,Correct,sentencepiece,1,Under-segmented
16936,16936,defensively,offensively,de-fensively,de,meta-llama/Llama-2-13b-chat-hf,"['def', 'ens', 'ively']",Incorrect,Correct,"['off', 'ens', 'ively']",Incorrect,Incorrect,"['de', '-', 'f', 'ens', 'ively']",Correct,Correct,sentencepiece,1,Under-segmented
16946,16946,undemocratically,democratically,un-democratically,un,meta-llama/Llama-2-13b-chat-hf,"['und', 'em', 'ocrat', 'ically']",Incorrect,Correct,"['dem', 'ocrat', 'ically']",Incorrect,Incorrect,"['un', '-', 'dem', 'ocrat', 'ically']",Correct,Correct,sentencepiece,0,Under-segmented
16956,16956,undependably,dependably,un-dependably,un,meta-llama/Llama-2-13b-chat-hf,"['und', 'ep', 'end', 'ably']",Incorrect,Correct,"['depend', 'ably']",Incorrect,Incorrect,"['un', '-', 'dep', 'end', 'ably']",Correct,Correct,sentencepiece,0,Under-segmented
16966,16966,undeservedly,deservedly,un-deservedly,un,meta-llama/Llama-2-13b-chat-hf,"['und', 'es', 'erved', 'ly']",Incorrect,Correct,"['des', 'erved', 'ly']",Incorrect,Incorrect,"['un', '-', 'des', 'erved', 'ly']",Correct,Correct,sentencepiece,0,Under-segmented
16976,16976,undiplomatically,diplomatically,un-diplomatically,un,meta-llama/Llama-2-13b-chat-hf,"['und', 'i', 'plom', 'atically']",Incorrect,Correct,"['diplom', 'atically']",Incorrect,Incorrect,"['un', '-', 'di', 'plom', 'atically']",Correct,Correct,sentencepiece,0,Under-segmented
16986,16986,indirectly,directly,in-directly,in,meta-llama/Llama-2-13b-chat-hf,"['indirect', 'ly']",Incorrect,Correct,['directly'],Not segmented,Not segmented,"['in', '-', 'direct', 'ly']",Correct,Correct,sentencepiece,1,Under-segmented
16996,16996,indiscreetly,discreetly,in-discreetly,in,meta-llama/Llama-2-13b-chat-hf,"['ind', 'is', 'cre', 'et', 'ly']",Incorrect,Correct,"['dis', 'cre', 'et', 'ly']",Incorrect,Incorrect,"['in', '-', 'dis', 'cre', 'et', 'ly']",Correct,Correct,sentencepiece,0,Under-segmented
17006,17006,dishonorably,honorably,dis-honorably,dis,meta-llama/Llama-2-13b-chat-hf,"['d', 'ish', 'on', 'or', 'ably']",Incorrect,Incorrect,"['honor', 'ably']",Incorrect,Incorrect,"['dis', '-', 'hon', 'or', 'ably']",Correct,Correct,sentencepiece,0,Over-segmented
17016,17016,disproportionately,proportionately,dis-proportionately,dis,meta-llama/Llama-2-13b-chat-hf,"['dis', 'pro', 'port', 'ion', 'ately']",Correct,Correct,"['proportion', 'ately']",Incorrect,Incorrect,"['dis', '-', 'pro', 'port', 'ion', 'ately']",Correct,Correct,sentencepiece,0,Correct
17026,17026,disreputably,reputably,dis-reputably,dis,meta-llama/Llama-2-13b-chat-hf,"['dis', 're', 'put', 'ably']",Correct,Correct,"['re', 'put', 'ably']",Incorrect,Incorrect,"['dis', '-', 're', 'put', 'ably']",Correct,Correct,sentencepiece,0,Correct
17036,17036,distrustfully,trustfully,dis-trustfully,dis,meta-llama/Llama-2-13b-chat-hf,"['dist', 'rust', 'fully']",Incorrect,Correct,"['trust', 'fully']",Incorrect,Incorrect,"['dis', '-', 'tr', 'ust', 'fully']",Correct,Correct,sentencepiece,0,Under-segmented
17046,17046,downwardly,upwardly,down-wardly,down,meta-llama/Llama-2-13b-chat-hf,"['down', 'ward', 'ly']",Correct,Correct,"['up', 'ward', 'ly']",Incorrect,Incorrect,"['down', '-', 'ward', 'ly']",Correct,Correct,sentencepiece,1,Correct
17056,17056,downwards,upwards,down-wards,down,meta-llama/Llama-2-13b-chat-hf,"['down', 'wards']",Correct,Correct,"['up', 'wards']",Incorrect,Incorrect,"['down', '-', 'wards']",Correct,Correct,sentencepiece,1,Correct
17066,17066,undramatically,dramatically,un-dramatically,un,meta-llama/Llama-2-13b-chat-hf,"['und', 'ram', 'atically']",Incorrect,Correct,"['dram', 'atically']",Incorrect,Incorrect,"['un', '-', 'd', 'ram', 'atically']",Correct,Correct,sentencepiece,1,Under-segmented
17076,17076,ineffectively,effectively,in-effectively,in,meta-llama/Llama-2-13b-chat-hf,"['in', 'effect', 'ively']",Correct,Correct,['effectively'],Not segmented,Not segmented,"['in', '-', 'effect', 'ively']",Correct,Correct,sentencepiece,0,Correct
17086,17086,ineffectually,effectually,in-effectually,in,meta-llama/Llama-2-13b-chat-hf,"['in', 'effect', 'ually']",Correct,Correct,"['effect', 'ually']",Incorrect,Incorrect,"['in', '-', 'effect', 'ually']",Correct,Correct,sentencepiece,0,Correct
17096,17096,inefficaciously,efficaciously,in-efficaciously,in,meta-llama/Llama-2-13b-chat-hf,"['in', 'eff', 'ica', 'ci', 'ously']",Correct,Correct,"['eff', 'ica', 'ci', 'ously']",Incorrect,Incorrect,"['in', '-', 'eff', 'ica', 'ci', 'ously']",Correct,Correct,sentencepiece,0,Correct
17106,17106,inefficiently,efficiently,in-efficiently,in,meta-llama/Llama-2-13b-chat-hf,"['in', 'efficient', 'ly']",Correct,Correct,['efficiently'],Not segmented,Not segmented,"['in', '-', 'efficient', 'ly']",Correct,Correct,sentencepiece,0,Correct
17116,17116,inelegantly,elegantly,in-elegantly,in,meta-llama/Llama-2-13b-chat-hf,"['in', 'e', 'leg', 'antly']",Correct,Correct,"['eleg', 'antly']",Incorrect,Incorrect,"['in', '-', 'e', 'leg', 'antly']",Correct,Correct,sentencepiece,0,Correct
17126,17126,ineloquently,eloquently,in-eloquently,in,meta-llama/Llama-2-13b-chat-hf,"['in', 'elo', 'qu', 'ently']",Correct,Correct,"['el', 'o', 'qu', 'ently']",Incorrect,Incorrect,"['in', '-', 'elo', 'qu', 'ently']",Correct,Correct,sentencepiece,0,Correct
17136,17136,unemotionally,emotionally,un-emotionally,un,meta-llama/Llama-2-13b-chat-hf,"['un', 'em', 'otion', 'ally']",Correct,Correct,"['em', 'otion', 'ally']",Incorrect,Incorrect,"['un', '-', 'em', 'otion', 'ally']",Correct,Correct,sentencepiece,0,Correct
17146,17146,discouragingly,encouragingly,dis-couragingly,dis,meta-llama/Llama-2-13b-chat-hf,"['disc', 'ou', 'rag', 'ingly']",Incorrect,Correct,"['encourag', 'ingly']",Incorrect,Incorrect,"['dis', '-', 'cou', 'rag', 'ingly']",Correct,Correct,sentencepiece,0,Under-segmented
17156,17156,unenthusiastically,enthusiastically,un-enthusiastically,un,meta-llama/Llama-2-13b-chat-hf,"['un', 'enth', 'us', 'iast', 'ically']",Correct,Correct,"['enthus', 'iast', 'ically']",Incorrect,Incorrect,"['un', '-', 'enth', 'us', 'iast', 'ically']",Correct,Correct,sentencepiece,0,Correct
17166,17166,unequally,equally,un-equally,un,meta-llama/Llama-2-13b-chat-hf,"['une', 'qu', 'ally']",Incorrect,Correct,['equally'],Not segmented,Not segmented,"['un', '-', 'equ', 'ally']",Correct,Correct,sentencepiece,0,Under-segmented
17176,17176,inequitably,equitably,in-equitably,in,meta-llama/Llama-2-13b-chat-hf,"['in', 'equ', 'it', 'ably']",Correct,Correct,"['equ', 'it', 'ably']",Incorrect,Incorrect,"['in', '-', 'equ', 'it', 'ably']",Correct,Correct,sentencepiece,0,Correct
17186,17186,unethically,ethically,un-ethically,un,meta-llama/Llama-2-13b-chat-hf,"['un', 'eth', 'ically']",Correct,Correct,"['eth', 'ically']",Incorrect,Incorrect,"['un', '-', 'eth', 'ically']",Correct,Correct,sentencepiece,0,Correct
17196,17196,unevenly,evenly,un-evenly,un,meta-llama/Llama-2-13b-chat-hf,"['une', 'ven', 'ly']",Incorrect,Correct,"['even', 'ly']",Incorrect,Incorrect,"['un', '-', 'even', 'ly']",Correct,Correct,sentencepiece,0,Under-segmented
17206,17206,inexactly,exactly,in-exactly,in,meta-llama/Llama-2-13b-chat-hf,"['in', 'ex', 'actly']",Correct,Correct,['exactly'],Not segmented,Not segmented,"['in', '-', 'ex', 'actly']",Correct,Correct,sentencepiece,0,Correct
17216,17216,unexcitingly,excitingly,un-excitingly,un,meta-llama/Llama-2-13b-chat-hf,"['un', 'ex', 'c', 'iting', 'ly']",Correct,Correct,"['exc', 'iting', 'ly']",Incorrect,Incorrect,"['un', '-', 'ex', 'c', 'iting', 'ly']",Correct,Correct,sentencepiece,0,Correct
17226,17226,inexcusably,excusably,in-excusably,in,meta-llama/Llama-2-13b-chat-hf,"['in', 'ex', 'cus', 'ably']",Correct,Correct,"['exc', 'us', 'ably']",Incorrect,Incorrect,"['in', '-', 'ex', 'cus', 'ably']",Correct,Correct,sentencepiece,0,Correct
17236,17236,inexpediently,expediently,in-expediently,in,meta-llama/Llama-2-13b-chat-hf,"['in', 'exp', 'ed', 'ient', 'ly']",Correct,Correct,"['exped', 'ient', 'ly']",Incorrect,Incorrect,"['in', '-', 'exp', 'ed', 'ient', 'ly']",Correct,Correct,sentencepiece,0,Correct
17246,17246,inexpressively,expressively,in-expressively,in,meta-llama/Llama-2-13b-chat-hf,"['in', 'express', 'ively']",Correct,Correct,"['express', 'ively']",Incorrect,Incorrect,"['in', '-', 'express', 'ively']",Correct,Correct,sentencepiece,1,Correct
17256,17256,unfairly,fairly,un-fairly,un,meta-llama/Llama-2-13b-chat-hf,"['unf', 'air', 'ly']",Incorrect,Correct,['fairly'],Not segmented,Not segmented,"['un', '-', 'f', 'air', 'ly']",Correct,Correct,sentencepiece,0,Under-segmented
17266,17266,unfaithfully,faithfully,un-faithfully,un,meta-llama/Llama-2-13b-chat-hf,"['un', 'fa', 'ith', 'fully']",Correct,Correct,"['faith', 'fully']",Incorrect,Incorrect,"['un', '-', 'fa', 'ith', 'fully']",Correct,Correct,sentencepiece,0,Correct
17276,17276,unfashionably,fashionably,un-fashionably,un,meta-llama/Llama-2-13b-chat-hf,"['unf', 'ashion', 'ably']",Incorrect,Correct,"['fashion', 'ably']",Incorrect,Incorrect,"['un', '-', 'f', 'ashion', 'ably']",Correct,Correct,sentencepiece,0,Under-segmented
17286,17286,unfavorably,favorably,un-favorably,un,meta-llama/Llama-2-13b-chat-hf,"['unf', 'avor', 'ably']",Incorrect,Correct,"['favor', 'ably']",Incorrect,Incorrect,"['un', '-', 'f', 'avor', 'ably']",Correct,Correct,sentencepiece,0,Under-segmented
17296,17296,fearlessly,fearfully,fear-lessly,less,meta-llama/Llama-2-13b-chat-hf,"['fear', 'lessly']",Incorrect,Correct,"['fear', 'fully']",Incorrect,Incorrect,"['fear', '-', 'lessly']",Incorrect,Correct,sentencepiece,1,Under-segmented
17306,17306,unfeelingly,feelingly,un-feelingly,un,meta-llama/Llama-2-13b-chat-hf,"['un', 'fe', 'el', 'ingly']",Correct,Correct,"['feeling', 'ly']",Incorrect,Incorrect,"['un', '-', 'fe', 'el', 'ingly']",Correct,Correct,sentencepiece,0,Correct
17316,17316,infelicitously,felicitously,in-felicitously,in,meta-llama/Llama-2-13b-chat-hf,"['inf', 'el', 'ic', 'it', 'ously']",Incorrect,Correct,"['fel', 'ic', 'it', 'ously']",Incorrect,Incorrect,"['in', '-', 'fel', 'ic', 'it', 'ously']",Correct,Correct,sentencepiece,0,Under-segmented
17326,17326,inflexibly,flexibly,in-flexibly,in,meta-llama/Llama-2-13b-chat-hf,"['inf', 'lex', 'ibly']",Incorrect,Correct,"['flex', 'ibly']",Incorrect,Incorrect,"['in', '-', 'flex', 'ibly']",Correct,Correct,sentencepiece,0,Under-segmented
17336,17336,unforgivably,forgivably,un-forgivably,un,meta-llama/Llama-2-13b-chat-hf,"['unf', 'org', 'iv', 'ably']",Incorrect,Correct,"['forg', 'iv', 'ably']",Incorrect,Incorrect,"['un', '-', 'f', 'org', 'iv', 'ably']",Correct,Correct,sentencepiece,0,Under-segmented
17346,17346,unforgivingly,forgivingly,un-forgivingly,un,meta-llama/Llama-2-13b-chat-hf,"['unf', 'org', 'iving', 'ly']",Incorrect,Correct,"['forg', 'iving', 'ly']",Incorrect,Incorrect,"['un', '-', 'f', 'org', 'iving', 'ly']",Correct,Correct,sentencepiece,0,Under-segmented
17356,17356,unfortunately,fortunately,un-fortunately,un,meta-llama/Llama-2-13b-chat-hf,['unfortunately'],Not segmented,Correct,"['fort', 'un', 'ately']",Correct,Correct,"['un', '-', 'fortunately']",Correct,Correct,sentencepiece,0,Under-segmented
17366,17366,infrequently,frequently,in-frequently,in,meta-llama/Llama-2-13b-chat-hf,"['inf', 're', 'qu', 'ently']",Incorrect,Correct,['frequently'],Not segmented,Not segmented,"['in', '-', 'fre', 'qu', 'ently']",Correct,Correct,sentencepiece,0,Under-segmented
17376,17376,fruitlessly,fruitfully,fruit-lessly,less,meta-llama/Llama-2-13b-chat-hf,"['fruit', 'lessly']",Incorrect,Correct,"['fruit', 'fully']",Incorrect,Incorrect,"['fruit', '-', 'lessly']",Incorrect,Correct,sentencepiece,0,Under-segmented
17386,17386,gracelessly,gracefully,grace-lessly,less,meta-llama/Llama-2-13b-chat-hf,"['g', 'rac', 'eless', 'ly']",Incorrect,Correct,"['grace', 'fully']",Incorrect,Incorrect,"['grace', '-', 'lessly']",Incorrect,Correct,sentencepiece,0,Under-segmented
17396,17396,ungracefully,gracefully,un-gracefully,un,meta-llama/Llama-2-13b-chat-hf,"['un', 'gra', 'ce', 'fully']",Correct,Correct,"['grace', 'fully']",Incorrect,Incorrect,"['un', '-', 'gra', 'ce', 'fully']",Correct,Correct,sentencepiece,0,Correct
17406,17406,ungraciously,graciously,un-graciously,un,meta-llama/Llama-2-13b-chat-hf,"['un', 'gra', 'ci', 'ously']",Correct,Correct,"['gra', 'ci', 'ously']",Incorrect,Incorrect,"['un', '-', 'gra', 'ci', 'ously']",Correct,Correct,sentencepiece,0,Correct
17416,17416,ungratefully,gratefully,un-gratefully,un,meta-llama/Llama-2-13b-chat-hf,"['un', 'gr', 'ate', 'fully']",Correct,Correct,"['gr', 'ate', 'fully']",Incorrect,Incorrect,"['un', '-', 'gr', 'ate', 'fully']",Correct,Correct,sentencepiece,0,Correct
17426,17426,ungrudgingly,grudgingly,un-grudgingly,un,meta-llama/Llama-2-13b-chat-hf,"['un', 'gr', 'ud', 'ging', 'ly']",Correct,Correct,"['grud', 'ging', 'ly']",Incorrect,Incorrect,"['un', '-', 'gr', 'ud', 'ging', 'ly']",Correct,Correct,sentencepiece,0,Correct
17436,17436,unhappily,happily,un-happily,un,meta-llama/Llama-2-13b-chat-hf,"['unh', 'app', 'ily']",Incorrect,Correct,"['happ', 'ily']",Incorrect,Incorrect,"['un', '-', 'h', 'app', 'ily']",Correct,Correct,sentencepiece,0,Under-segmented
17446,17446,harmlessly,harmfully,harm-lessly,less,meta-llama/Llama-2-13b-chat-hf,"['har', 'ml', 'ess', 'ly']",Incorrect,Incorrect,"['harm', 'fully']",Incorrect,Incorrect,"['harm', '-', 'lessly']",Incorrect,Correct,sentencepiece,1,Over-segmented
17456,17456,unhelpfully,helpfully,un-helpfully,un,meta-llama/Llama-2-13b-chat-hf,"['un', 'help', 'fully']",Correct,Correct,"['help', 'fully']",Incorrect,Incorrect,"['un', '-', 'help', 'fully']",Correct,Correct,sentencepiece,0,Correct
17466,17466,dishonestly,honestly,dis-honestly,dis,meta-llama/Llama-2-13b-chat-hf,"['d', 'ish', 'on', 'est', 'ly']",Incorrect,Incorrect,"['honest', 'ly']",Incorrect,Incorrect,"['dis', '-', 'hon', 'est', 'ly']",Correct,Correct,sentencepiece,0,Over-segmented
17476,17476,hopelessly,hopefully,hope-lessly,less,meta-llama/Llama-2-13b-chat-hf,"['hop', 'eless', 'ly']",Incorrect,Correct,['hopefully'],Not segmented,Not segmented,"['hope', '-', 'lessly']",Incorrect,Correct,sentencepiece,0,Under-segmented
17486,17486,inhospitably,hospitably,in-hospitably,in,meta-llama/Llama-2-13b-chat-hf,"['in', 'h', 'osp', 'it', 'ably']",Correct,Correct,"['hosp', 'it', 'ably']",Incorrect,Incorrect,"['in', '-', 'h', 'osp', 'it', 'ably']",Correct,Correct,sentencepiece,0,Correct
17496,17496,inhumanely,humanely,in-humanely,in,meta-llama/Llama-2-13b-chat-hf,"['in', 'human', 'ely']",Correct,Correct,"['human', 'ely']",Incorrect,Incorrect,"['in', '-', 'human', 'ely']",Correct,Correct,sentencepiece,0,Correct
17506,17506,humorlessly,humorously,humor-lessly,less,meta-llama/Llama-2-13b-chat-hf,"['humor', 'lessly']",Incorrect,Correct,"['humor', 'ously']",Incorrect,Incorrect,"['humor', '-', 'lessly']",Incorrect,Correct,sentencepiece,0,Under-segmented
17516,17516,unhurriedly,hurriedly,un-hurriedly,un,meta-llama/Llama-2-13b-chat-hf,"['unh', 'ur', 'ried', 'ly']",Incorrect,Correct,"['hurried', 'ly']",Incorrect,Incorrect,"['un', '-', 'h', 'ur', 'ried', 'ly']",Correct,Correct,sentencepiece,0,Under-segmented
17526,17526,unhygienically,hygienically,un-hygienically,un,meta-llama/Llama-2-13b-chat-hf,"['unh', 'yg', 'ien', 'ically']",Incorrect,Correct,"['h', 'yg', 'ien', 'ically']",Incorrect,Incorrect,"['un', '-', 'h', 'yg', 'ien', 'ically']",Correct,Correct,sentencepiece,0,Under-segmented
17536,17536,illegitimately,legitimately,il-legitimately,il,meta-llama/Llama-2-13b-chat-hf,"['il', 'leg', 'it', 'imately']",Correct,Correct,"['legit', 'imately']",Incorrect,Incorrect,"['il', '-', 'leg', 'it', 'imately']",Correct,Correct,sentencepiece,0,Correct
17546,17546,illicitly,licitly,il-licitly,il,meta-llama/Llama-2-13b-chat-hf,"['ill', 'ic', 'it', 'ly']",Incorrect,Correct,"['lic', 'it', 'ly']",Incorrect,Incorrect,"['il', '-', 'licit', 'ly']",Correct,Correct,sentencepiece,0,Under-segmented
17556,17556,unimaginatively,imaginatively,un-imaginatively,un,meta-llama/Llama-2-13b-chat-hf,"['un', 'im', 'agin', 'atively']",Correct,Correct,"['imag', 'in', 'atively']",Incorrect,Incorrect,"['un', '-', 'im', 'agin', 'atively']",Correct,Correct,sentencepiece,0,Correct
17566,17566,immaturely,maturely,im-maturely,im,meta-llama/Llama-2-13b-chat-hf,"['imm', 'ature', 'ly']",Incorrect,Correct,"['m', 'ature', 'ly']",Incorrect,Incorrect,"['im', '-', 'm', 'ature', 'ly']",Correct,Correct,sentencepiece,0,Under-segmented
17576,17576,immeasurably,measurably,im-measurably,im,meta-llama/Llama-2-13b-chat-hf,"['im', 'me', 'as', 'ur', 'ably']",Correct,Correct,"['meas', 'ur', 'ably']",Incorrect,Incorrect,"['im', '-', 'me', 'as', 'ur', 'ably']",Correct,Correct,sentencepiece,1,Correct
17586,17586,impatiently,patiently,im-patiently,im,meta-llama/Llama-2-13b-chat-hf,"['imp', 'at', 'ient', 'ly']",Incorrect,Correct,"['patient', 'ly']",Incorrect,Incorrect,"['im', '-', 'pat', 'ient', 'ly']",Correct,Correct,sentencepiece,0,Under-segmented
