word,affix,label,hyphen
addicted,-,1,-
unconstitutional,un,0,un-constitutional
unfree,un,0,un-free
avascular,a,0,a-vascular
elasticity,-,1,-
inhibited,-,1,-
similar,-,1,-
unfasten,un,0,un-fasten
nonpolitical,non,0,non-political
hypovolemia,hypo,0,hypo-volemia
unsportingly,un,0,un-sportingly
unwaxed,un,0,un-waxed
unmade,un,0,un-made
unrigged,un,0,un-rigged
desynchronizing,de,0,de-synchronizing
inaccuracy,in,0,in-accuracy
expressively,-,1,-
bottomed,-,1,-
income,-,1,-
undocumented,un,0,un-documented
disobediently,dis,0,dis-obediently
untidiness,un,0,un-tidiness
repeatable,-,1,-
unregistered,un,0,un-registered
unrestricted,un,0,un-restricted
function,-,1,-
uncritical,un,0,un-critical
handed,-,1,-
unstressed,un,0,un-stressed
arbitrable,-,1,-
nonconformist,non,0,non-conformist
uncertainty,un,0,un-certainty
superior,-,1,-
off-season,off,0,off--season
dispensableness,-,1,-
upstairs,-,1,-
armless,less,0,arm-less
de-ionate,de,0,de--ionate
desecrate,de,0,de-secrate
inaesthetic,in,0,in-aesthetic
insecurely,in,0,in-securely
hyperkalemia,-,1,-
fairness,-,1,-
trustiness,-,1,-
unconscientiousness,un,0,un-conscientiousness
unchanged,un,0,un-changed
nonterritorial,non,0,non-territorial
articulately,-,1,-
incaution,in,0,in-caution
onstage,-,1,-
export,-,1,-
artlessness,less,0,art-lessness
infernal,-,1,-
skinless,less,0,skin-less
undependableness,un,0,un-dependableness
mercifulness,-,1,-
unpublished,un,0,un-published
aggressive,-,1,-
conscientiousness,-,1,-
romantically,-,1,-
unsystematic,un,0,un-systematic
mutableness,-,1,-
unprecedentedly,un,0,un-precedentedly
perceptibly,-,1,-
irresponsibleness,ir,0,ir-responsibleness
unleaded,un,0,un-leaded
fair,-,1,-
snarl,-,1,-
attractive,-,1,-
saddle,-,1,-
nonexplosive,non,0,non-explosive
thermal,-,1,-
reducible,-,1,-
attractively,-,1,-
inexactness,in,0,in-exactness
disliked,dis,0,dis-liked
systematically,-,1,-
anticlinal,anti,0,anti-clinal
indecisively,in,0,in-decisively
steadiness,-,1,-
material,-,1,-
unconditional,un,0,un-conditional
affected,-,1,-
impermissibility,im,0,im-permissibility
unexcitable,un,0,un-excitable
scented,-,1,-
impatiently,im,0,im-patiently
nonreciprocal,non,0,non-reciprocal
enclosed,-,1,-
ebracteate,e,0,e-bracteate
flattering,-,1,-
ungracious,un,0,un-gracious
unintended,un,0,un-intended
soured,-,1,-
righteousness,-,1,-
synchronise,-,1,-
passionless,less,0,passion-less
secure,-,1,-
chaste,-,1,-
clockwise,-,1,-
zonal,-,1,-
dishonest,dis,0,dis-honest
unexpansive,un,0,un-expansive
nonsectarian,non,0,non-sectarian
unprophetic,un,0,un-prophetic
incompetently,in,0,in-competently
unmindfulness,un,0,un-mindfulness
fissionable,-,1,-
unprocessed,un,0,un-processed
hatless,less,0,hat-less
carefully,-,1,-
supersonic,super,0,super-sonic
untrustworthiness,un,0,un-trustworthiness
memberless,less,0,member-less
contaminated,-,1,-
euphemism,-,1,-
civil,-,1,-
communicativeness,-,1,-
inattentive,in,0,in-attentive
irresoluteness,ir,0,ir-resoluteness
untrimmed,un,0,un-trimmed
conscious,-,1,-
unairworthy,un,0,un-airworthy
inexplicable,in,0,in-explicable
undelineated,un,0,un-delineated
inaptness,in,0,in-aptness
inconsiderate,in,0,in-considerate
unstratified,un,0,un-stratified
discontinuation,dis,0,dis-continuation
disarm,dis,0,dis-arm
nonsteroidal,non,0,non-steroidal
tangible,-,1,-
incapability,in,0,in-capability
gracious,-,1,-
imperceptibly,im,0,im-perceptibly
efficacy,-,1,-
noncurrent,non,0,non-current
unplowed,un,0,un-plowed
indispose,in,0,in-dispose
uncover,un,0,un-cover
supernal,super,0,super-nal
advantage,-,1,-
achromatinic,a,0,a-chromatinic
real,-,1,-
unacquisitive,un,0,un-acquisitive
classify,-,1,-
calcify,-,1,-
impotent,im,0,im-potent
finiteness,-,1,-
nitrify,-,1,-
judgmental,-,1,-
attendance,-,1,-
unfeelingly,un,0,un-feelingly
tonicity,-,1,-
unknowable,un,0,un-knowable
predictability,-,1,-
untranslatable,un,0,un-translatable
beneficent,-,1,-
immovableness,im,0,im-movableness
likely,-,1,-
breathless,less,0,breath-less
inhospitable,in,0,in-hospitable
unenforced,un,0,un-enforced
inappositeness,in,0,in-appositeness
voluntary,-,1,-
invigorating,-,1,-
malevolence,mal,0,mal-evolence
enfranchisement,-,1,-
inconspicuously,in,0,in-conspicuously
unfortunately,un,0,un-fortunately
prudence,-,1,-
inferiority,in,0,in-feriority
unexpendable,un,0,un-expendable
insincere,in,0,in-sincere
purity,-,1,-
inexhaustible,in,0,in-exhaustible
correctly,-,1,-
dissimilarity,dis,0,dis-similarity
friendliness,-,1,-
incredulous,in,0,in-credulous
mystify,-,1,-
unplanted,un,0,un-planted
diluted,-,1,-
suitably,-,1,-
innumerate,in,0,in-numerate
uncommonness,un,0,un-commonness
unbeneficed,un,0,un-beneficed
unmanfully,un,0,un-manfully
continued,-,1,-
humanely,-,1,-
exactly,-,1,-
nonionized,non,0,non-ionized
precise,-,1,-
ineffectually,in,0,in-effectually
mobility,-,1,-
hospitableness,-,1,-
edible,-,1,-
unaffectedness,un,0,un-affectedness
ceremoniously,-,1,-
knowable,-,1,-
selfish,-,1,-
authorized,-,1,-
unskilled,un,0,un-skilled
suitableness,-,1,-
appropriateness,-,1,-
unliveried,un,0,un-liveried
uninterestingness,un,0,un-interestingness
distrustfully,dis,0,dis-trustfully
unpalatably,un,0,un-palatably
magnetise,-,1,-
likeness,-,1,-
unreliable,un,0,un-reliable
unwholesome,un,0,un-wholesome
uninspiring,un,0,un-inspiring
decisiveness,-,1,-
inflationary,-,1,-
bequeath,-,1,-
uninsured,un,0,un-insured
appearance,-,1,-
alterability,-,1,-
insensitivity,in,0,in-sensitivity
veiled,-,1,-
honestly,-,1,-
impressively,-,1,-
decentralise,de,0,de-centralise
creative,-,1,-
uncommitted,un,0,un-committed
unfaceted,un,0,un-faceted
anovulation,an,0,an-ovulation
fasten,-,1,-
incontinent,in,0,in-continent
discourage,dis,0,dis-courage
changeable,-,1,-
unconditionally,un,0,un-conditionally
hurried,-,1,-
tidiness,-,1,-
inequitably,in,0,in-equitably
inconstant,in,0,in-constant
unsociability,un,0,un-sociability
unpersuasiveness,un,0,un-persuasiveness
de-iodinate,de,0,de--iodinate
inaudibility,in,0,in-audibility
neckless,less,0,neck-less
airworthy,-,1,-
nondisposable,non,0,non-disposable
unburied,un,0,un-buried
fitness,-,1,-
activeness,-,1,-
unconscientious,un,0,un-conscientious
official,-,1,-
holiness,-,1,-
conventionally,-,1,-
odorous,-,1,-
cleared,-,1,-
unstudied,un,0,un-studied
improperness,im,0,im-properness
motionlessness,less,0,motion-lessness
immoral,im,0,im-moral
evenness,-,1,-
conspicuousness,-,1,-
unimaginatively,un,0,un-imaginatively
uniformity,-,1,-
banded,-,1,-
judiciousness,-,1,-
concerned,-,1,-
memorably,-,1,-
lucky,-,1,-
unlike,un,0,un-like
unimpressionable,un,0,un-impressionable
impracticableness,im,0,im-practicableness
undiscerning,un,0,un-discerning
ribless,less,0,rib-less
artesian,-,1,-
troubled,-,1,-
nonfictional,non,0,non-fictional
synchronous,-,1,-
harmfully,-,1,-
naturalness,-,1,-
saddled,-,1,-
neighborliness,-,1,-
preciseness,-,1,-
willingness,-,1,-
legality,-,1,-
carefulness,-,1,-
nonviolent,non,0,non-violent
consolable,-,1,-
illicitly,il,0,il-licitly
unbend,un,0,un-bend
demystify,de,0,de-mystify
uncleanliness,un,0,un-cleanliness
patriotic,-,1,-
styleless,less,0,style-less
painless,less,0,pain-less
gnostic,-,1,-
deodourise,de,0,de-odourise
fernless,less,0,fern-less
colorful,-,1,-
aptness,-,1,-
unworthiness,un,0,un-worthiness
suitability,-,1,-
euphemistic,-,1,-
unbodied,un,0,un-bodied
perviousness,-,1,-
stuff,-,1,-
placental,-,1,-
unpowered,un,0,un-powered
expediently,-,1,-
apetalous,a,0,a-petalous
unbreakable,un,0,un-breakable
discalced,dis,0,dis-calced
connected,-,1,-
unpackaged,un,0,un-packaged
hipless,less,0,hip-less
plug_in,-,1,-
indecorously,in,0,in-decorously
acceptable,-,1,-
divergency,di,0,di-vergency
nonpsychoactive,non,0,non-psychoactive
unconcealed,un,0,un-concealed
infield,-,1,-
unpermissiveness,un,0,un-permissiveness
ventilated,-,1,-
propitiously,-,1,-
humorlessly,less,0,humor-lessly
cheerfulness,-,1,-
puncturable,-,1,-
indoors,-,1,-
politeness,-,1,-
literacy,-,1,-
critical,-,1,-
sensitize,-,1,-
unchaste,un,0,un-chaste
antinode,anti,0,anti-node
unsympathetically,un,0,un-sympathetically
deregulate,de,0,de-regulate
unconsciously,un,0,un-consciously
handless,less,0,hand-less
untraveled,un,0,un-traveled
variability,-,1,-
uninhabited,un,0,un-inhabited
nonhuman,non,0,non-human
outflow,out,0,out-flow
climactic,-,1,-
sugarless,less,0,sugar-less
careful,-,1,-
reproducible,-,1,-
decent,-,1,-
tucked,-,1,-
tactlessness,less,0,tact-lessness
downtick,down,0,down-tick
unimproved,un,0,un-improved
disrespect,dis,0,dis-respect
metamorphic,-,1,-
underact,under,0,under-act
disallow,dis,0,dis-allow
typically,-,1,-
coherence,-,1,-
irreverent,ir,0,ir-reverent
clothed,-,1,-
incapacity,in,0,in-capacity
varied,-,1,-
unknown,un,0,un-known
unveiled,un,0,un-veiled
disagreeably,dis,0,dis-agreeably
unpunished,un,0,un-punished
increased,-,1,-
invulnerable,in,0,in-vulnerable
service,-,1,-
hatted,-,1,-
cognizance,-,1,-
palpable,-,1,-
smokeless,less,0,smoke-less
playful,-,1,-
impartial,im,0,im-partial
requisition,-,1,-
impersonal,im,0,im-personal
formal,-,1,-
unsupervised,un,0,un-supervised
unheaded,un,0,un-headed
influential,-,1,-
immutable,im,0,im-mutable
unhelpfully,un,0,un-helpfully
impervious,im,0,im-pervious
demobilise,de,0,de-mobilise
unbroken,un,0,un-broken
cousinly,-,1,-
incomparably,in,0,in-comparably
disconnect,dis,0,dis-connect
acknowledged,-,1,-
nonsignificant,non,0,non-significant
accurate,-,1,-
incomprehensibility,in,0,in-comprehensibility
toeless,less,0,toe-less
inactivity,in,0,in-activity
intellectual,-,1,-
undeservedly,un,0,un-deservedly
uncompassionate,un,0,un-compassionate
inhibitor,in,0,in-hibitor
unprejudiced,un,0,un-prejudiced
exploratory,-,1,-
uncontroversial,un,0,un-controversial
worthy,-,1,-
current,-,1,-
displease,dis,0,dis-please
reciprocal,-,1,-
bicameral,-,1,-
rationally,-,1,-
unobligated,un,0,un-obligated
patient,-,1,-
sheathe,-,1,-
decentralizing,de,0,de-centralizing
inexactly,in,0,in-exactly
toneless,less,0,tone-less
unimpressive,un,0,un-impressive
receptive,-,1,-
breakableness,-,1,-
inhospitality,in,0,in-hospitality
experienced,-,1,-
hairlessness,less,0,hair-lessness
unlisted,un,0,un-listed
unwittingly,un,0,un-wittingly
downwardly,down,0,down-wardly
go,-,1,-
ferned,-,1,-
insurmountable,in,0,in-surmountable
uncared-for,un,0,un-cared-for
unthinkable,un,0,un-thinkable
unhelpful,un,0,un-helpful
susceptibility,-,1,-
color,-,1,-
reputable,-,1,-
permeability,-,1,-
flexibility,-,1,-
unaffixed,un,0,un-affixed
hypertonus,-,1,-
sized,-,1,-
nonjudgmental,non,0,non-judgmental
inexplicitness,in,0,in-explicitness
nonfatal,non,0,non-fatal
immutability,im,0,im-mutability
gloveless,less,0,glove-less
unmined,un,0,un-mined
capability,-,1,-
unethically,un,0,un-ethically
echoic,-,1,-
communicative,-,1,-
unreassuring,un,0,un-reassuring
sentient,-,1,-
euphoria,-,1,-
indecently,in,0,in-decently
demote,de,0,de-mote
emotionally,-,1,-
undue,un,0,un-due
transitivity,-,1,-
obey,-,1,-
breasted,-,1,-
ungenerous,un,0,un-generous
distinguishable,-,1,-
incongruous,in,0,in-congruous
denationalise,de,0,de-nationalise
explosive,-,1,-
irregular,ir,0,ir-regular
awned,-,1,-
ungrateful,un,0,un-grateful
impenitent,im,0,im-penitent
unexchangeable,un,0,un-exchangeable
ill-defined,ill,0,ill--defined
bearing,-,1,-
node,-,1,-
harness,-,1,-
bound,-,1,-
discourteous,dis,0,dis-courteous
unmanageable,un,0,un-manageable
reassuring,-,1,-
unshapely,un,0,un-shapely
benign,-,1,-
aggrade,-,1,-
indecency,in,0,in-decency
uncertified,un,0,un-certified
solubility,-,1,-
factuality,-,1,-
uncheerfulness,un,0,un-cheerfulness
nonarboreal,non,0,non-arboreal
estrous,-,1,-
constipated,-,1,-
hairiness,-,1,-
abducent,ab,0,ab-ducent
aplacental,a,0,a-placental
remarkably,-,1,-
indefeasible,in,0,in-defeasible
efficacious,-,1,-
loyally,-,1,-
purposefulness,-,1,-
unenlivened,un,0,un-enlivened
insane,in,0,in-sane
incommensurate,in,0,in-commensurate
temperate,-,1,-
rhythmical,-,1,-
overachievement,-,1,-
camphorated,-,1,-
hook,-,1,-
undependability,un,0,un-dependability
eugenics,-,1,-
absorbent,-,1,-
contralateral,contra,0,contra-lateral
awed,-,1,-
ironed,-,1,-
off-site,-,1,-
reserved,-,1,-
imaginatively,-,1,-
vertebrate,-,1,-
unscramble,un,0,un-scramble
woven,-,1,-
invalidate,in,0,in-validate
uselessly,less,0,use-lessly
rimmed,-,1,-
elegant,-,1,-
smilingly,-,1,-
filled,-,1,-
developed,-,1,-
dissonance,dis,0,dis-sonance
unburdened,un,0,un-burdened
unresponsive,un,0,un-responsive
immorality,im,0,im-morality
connect,-,1,-
honest,-,1,-
legal,-,1,-
nonwashable,non,0,non-washable
disorient,dis,0,dis-orient
trustful,-,1,-
non-engagement,non,0,non--engagement
ingratitude,in,0,in-gratitude
ungusseted,un,0,un-gusseted
opportuneness,-,1,-
hypothermia,hypo,0,hypo-thermia
emotional_person,-,1,-
harmful,-,1,-
directness,-,1,-
wittingly,-,1,-
embark,-,1,-
uncharged,un,0,un-charged
dehumanize,de,0,de-humanize
flexible,-,1,-
probability,-,1,-
compress,-,1,-
appreciate,-,1,-
disassociation,dis,0,dis-association
turned,-,1,-
ethically,-,1,-
ahistorical,a,0,a-historical
unawed,un,0,un-awed
successful,-,1,-
knot,-,1,-
inflexibly,in,0,in-flexibly
permanent,-,1,-
unassigned,un,0,un-assigned
advantageous,-,1,-
unmarked,un,0,un-marked
planted,-,1,-
unscalable,un,0,un-scalable
uncontroversially,un,0,un-controversially
eloquently,-,1,-
unlock,un,0,un-lock
decorously,-,1,-
unbraid,un,0,un-braid
ambitious,-,1,-
inglorious,in,0,in-glorious
metallic,-,1,-
stalinize,-,1,-
undignified,un,0,un-dignified
humorously,-,1,-
seasoned,-,1,-
misused,mis,0,mis-used
gutlessness,less,0,gut-lessness
unsurprised,un,0,un-surprised
decode,de,0,de-code
mistrust,mis,0,mis-trust
tactless,less,0,tact-less
unemotionally,un,0,un-emotionally
sinkable,-,1,-
nonthermal,non,0,non-thermal
citizen,-,1,-
seal,-,1,-
impermeable,im,0,im-permeable
militarize,-,1,-
regularity,-,1,-
disrepute,dis,0,dis-repute
advertently,-,1,-
imprudence,im,0,im-prudence
unlisted_security,un,0,un-listed_security
provident,-,1,-
sleeved,-,1,-
enthusiastically,-,1,-
dissuasive,dis,0,dis-suasive
ungraciousness,un,0,un-graciousness
unturned,un,0,un-turned
even,-,1,-
rigged,-,1,-
seductive,-,1,-
unmodified,un,0,un-modified
block,-,1,-
scrupulous,-,1,-
dissuade,dis,0,dis-suade
unforgettable,un,0,un-forgettable
apologetic,-,1,-
sensory,-,1,-
tactful,-,1,-
unconditioned,un,0,un-conditioned
combed,-,1,-
demobilize,de,0,de-mobilize
politic,-,1,-
unacceptability,un,0,un-acceptability
involved,-,1,-
membered,-,1,-
infrequent,in,0,in-frequent
abactinal,ab,0,ab-actinal
fastidious,-,1,-
reversibility,-,1,-
significance,-,1,-
reliability,-,1,-
heedless,less,0,heed-less
promotion,-,1,-
patronized,-,1,-
unyoke,un,0,un-yoke
dispose,-,1,-
unbar,un,0,un-bar
timbered,-,1,-
rhetorical,-,1,-
anestrous,an,0,an-estrous
hurriedly,-,1,-
hypertensive,-,1,-
professional,-,1,-
noninstitutionalized,non,0,non-institutionalized
unexcited,un,0,un-excited
divisible,-,1,-
loaded,-,1,-
stemless,less,0,stem-less
disingenuousness,dis,0,dis-ingenuousness
untreated,un,0,un-treated
asymmetrical,a,0,a-symmetrical
unspecialized,un,0,un-specialized
inessential,in,0,in-essential
punished,-,1,-
pressurise,-,1,-
nonattendance,non,0,non-attendance
unmanned,un,0,un-manned
disappearance,dis,0,dis-appearance
abnormality,ab,0,ab-normality
savory,-,1,-
calculable,-,1,-
undefeated,un,0,un-defeated
nonreflective,non,0,non-reflective
unsolved,un,0,un-solved
intradepartmental,in,0,in-tradepartmental
involvement,-,1,-
noninvasive,non,0,non-invasive
unspaced,un,0,un-spaced
unprofessional,un,0,un-professional
unpredictability,un,0,un-predictability
informative,-,1,-
nonreversible,non,0,non-reversible
underbid,under,0,under-bid
unappetizingness,un,0,un-appetizingness
impossibility,im,0,im-possibility
immeasurably,im,0,im-measurably
elegance,-,1,-
ionate,-,1,-
fruitfulness,-,1,-
moneyless,less,0,money-less
exploited,-,1,-
interestingly,-,1,-
unnoticed,un,0,un-noticed
unmanly,un,0,un-manly
fruitful,-,1,-
disapproval,dis,0,dis-approval
ununderstood,un,0,un-understood
unrealistic,un,0,un-realistic
traveled,-,1,-
bloodless,less,0,blood-less
tuneful,-,1,-
sociable,-,1,-
ambiguous,-,1,-
de-escalate,de,0,de--escalate
ungeared,un,0,un-geared
contented,-,1,-
insubstantial,in,0,in-substantial
stylish,-,1,-
incommutable,in,0,in-commutable
partisan,-,1,-
linguistic,-,1,-
maleficence,mal,0,mal-eficence
tactfulness,-,1,-
efflux,ef,0,ef-flux
worthiness,-,1,-
buried,-,1,-
irrevocable,ir,0,ir-revocable
irregularly,ir,0,ir-regularly
uncoated,un,0,un-coated
potted,-,1,-
dependably,-,1,-
overexpose,-,1,-
embarkation,-,1,-
argumentative,-,1,-
insensitiveness,in,0,in-sensitiveness
unusualness,un,0,un-usualness
disjunct,dis,0,dis-junct
unmated,un,0,un-mated
marked,-,1,-
unlikelihood,un,0,un-likelihood
unstring,un,0,un-string
digestible,-,1,-
unanimated,un,0,un-animated
illiteracy,il,0,il-literacy
classical,-,1,-
finished,-,1,-
aborad,ab,0,ab-orad
congenial,-,1,-
unmodulated,un,0,un-modulated
deceleration,de,0,de-celeration
dysphoric,dys,0,dys-phoric
unresponsiveness,un,0,un-responsiveness
colorless,less,0,color-less
unpronounceable,un,0,un-pronounceable
tanned,-,1,-
violent,-,1,-
distributive,dis,0,dis-tributive
asynchronism,a,0,a-synchronism
unbalconied,un,0,un-balconied
undamaged,un,0,un-damaged
satisfaction,-,1,-
pious,-,1,-
respectability,-,1,-
nourished,-,1,-
portable,-,1,-
discontinuance,dis,0,dis-continuance
oral,-,1,-
inland,in,0,in-land
extraordinariness,extra,0,extra-ordinariness
unblock,un,0,un-block
undemocratically,un,0,un-democratically
ungrammatically,un,0,un-grammatically
unrenewable,un,0,un-renewable
germfree,free,0,germ-free
deflate,de,0,de-flate
dehiscent,-,1,-
unintentionally,un,0,un-intentionally
resistible,-,1,-
wrinkled,-,1,-
overpay,-,1,-
colorlessness,less,0,color-lessness
unimodal,un,0,un-imodal
toothless,less,0,tooth-less
unrevived,un,0,un-revived
uninfluential,un,0,un-influential
incalculable,in,0,in-calculable
depreciation,de,0,de-preciation
explicable,-,1,-
misconception,mis,0,mis-conception
unapproachability,un,0,un-approachability
indecisiveness,in,0,in-decisiveness
immobility,im,0,im-mobility
unseeded,un,0,un-seeded
unceremoniousness,un,0,un-ceremoniousness
seedy,-,1,-
consummated,-,1,-
untucked,un,0,un-tucked
reactive,-,1,-
datable,-,1,-
dimmed,-,1,-
incautiously,in,0,in-cautiously
inconvenient,in,0,in-convenient
unreal,un,0,un-real
adoptable,-,1,-
commonness,-,1,-
unseductive,un,0,un-seductive
unrentable,un,0,un-rentable
tactfully,-,1,-
disreputable,dis,0,dis-reputable
unorthodox,un,0,un-orthodox
disposable,-,1,-
unnecessarily,un,0,un-necessarily
achromatic_color,a,0,a-chromatic_color
inessentiality,in,0,in-essentiality
enfranchise,-,1,-
roll_up,-,1,-
insensible,in,0,in-sensible
satisfy,-,1,-
functional,-,1,-
unstuff,un,0,un-stuff
incommodious,in,0,in-commodious
blended,-,1,-
disenfranchisement,dis,0,dis-enfranchisement
unworthy,un,0,un-worthy
usualness,-,1,-
descending,de,0,de-scending
toned,-,1,-
unreportable,un,0,un-reportable
admissible,-,1,-
charged,-,1,-
deciphered,-,1,-
inconvenience,in,0,in-convenience
propitiousness,-,1,-
cellular,-,1,-
unenlightened,un,0,un-enlightened
nonintervention,non,0,non-intervention
hypertonicity,-,1,-
political,-,1,-
inauspiciousness,in,0,in-auspiciousness
unobvious,un,0,un-obvious
desirability,-,1,-
boneless,less,0,bone-less
inexpediently,in,0,in-expediently
uncivilly,un,0,un-civilly
compatibly,-,1,-
decompression,de,0,de-compression
ungodliness,un,0,un-godliness
crate,-,1,-
insufficiency,in,0,in-sufficiency
hydrous,-,1,-
insignificantly,in,0,in-significantly
nonresident,non,0,non-resident
impoliteness,im,0,im-politeness
inequity,in,0,in-equity
inaccessible,in,0,in-accessible
incredibly,in,0,in-credibly
unblemished,un,0,un-blemished
unretentive,un,0,un-retentive
unscripted,un,0,un-scripted
seasonable,-,1,-
effortful,-,1,-
employed,-,1,-
inaudible,in,0,in-audible
repentant,-,1,-
juicy,-,1,-
nonbeing,non,0,non-being
unglazed,un,0,un-glazed
overvalue,-,1,-
disproportionate,dis,0,dis-proportionate
opposed,-,1,-
enthrone,-,1,-
noncrucial,non,0,non-crucial
undergarment,under,0,under-garment
reflected,-,1,-
underdress,under,0,under-dress
settled,-,1,-
uninjured,un,0,un-injured
decency,-,1,-
stemmed,-,1,-
immersion,im,0,im-mersion
magnetic,-,1,-
unfriendly,un,0,un-friendly
asymmetry,a,0,a-symmetry
assimilate,-,1,-
wariness,-,1,-
subordinate,-,1,-
disingenuous,dis,0,dis-ingenuous
valid,-,1,-
atonic,a,0,a-tonic
qualified,-,1,-
recognizably,-,1,-
unmemorably,un,0,un-memorably
avenged,-,1,-
effortfulness,-,1,-
unwebbed,un,0,un-webbed
renewable,-,1,-
lawfulness,-,1,-
common,-,1,-
shod,-,1,-
inviolable,in,0,in-violable
employable,-,1,-
unluckily,un,0,un-luckily
unemployable,un,0,un-employable
stratified_language,-,1,-
unshared,un,0,un-shared
merited,-,1,-
unrewarding,un,0,un-rewarding
cross,-,1,-
inconclusive,in,0,in-conclusive
insolvent,in,0,in-solvent
unsaturated,un,0,un-saturated
enfranchised,-,1,-
regenerate,-,1,-
nonphotosynthetic,non,0,non-photosynthetic
realistic,-,1,-
nonarbitrary,non,0,non-arbitrary
compromising,-,1,-
incomplete,in,0,in-complete
worth,-,1,-
maladroitly,mal,0,mal-adroitly
jawless,less,0,jaw-less
articulated,-,1,-
denationalization,de,0,de-nationalization
noncolumned,non,0,non-columned
uncontaminated,un,0,un-contaminated
formally,-,1,-
weave,-,1,-
uncrowned,un,0,un-crowned
immediate,im,0,im-mediate
disapprobation,dis,0,dis-approbation
reasonably,-,1,-
sufficient,-,1,-
focused,-,1,-
incompetence,in,0,in-competence
touched,-,1,-
attractiveness,-,1,-
tastelessness,less,0,taste-lessness
payment,-,1,-
unfamiliarity,un,0,un-familiarity
alignment,-,1,-
salubrity,-,1,-
precision,-,1,-
inconveniently,in,0,in-conveniently
racial,-,1,-
unpaid,un,0,un-paid
