,word,neg_score,pos_score,label,gpt4,thinh,yulia
1684,unconcerned,0.25,0.25,2,0,0.0,
1685,disconnect,0.25,0.0,2,0,0.0,
1686,demonetization,0.5,0.0,0,2,2.0,
1687,inelegant,0.0,0.0,2,0,0.0,
1688,nonionic,0.125,0.375,2,2,2.0,
1689,insalubriousness,0.25,0.5,2,0,0.0,
1690,anticlimactic,0.0,0.0,2,0,0.0,
1691,unchanged,0.625,0.0,0,2,2.0,
1692,unresentful,0.5,0.0,0,2,1.0,
1693,loamless,0.0,0.0,2,2,2.0,
1694,imbalance,0.0,0.0,2,0,0.0,
1695,impassable,0.0,0.625,1,0,1.0,
1696,unrestrained,0.625,0.0,0,2,2.0,
1697,understatement,0.125,0.0,2,2,2.0,
1698,inability,0.25,0.125,2,0,0.0,
1699,immorally,0.625,0.0,0,0,0.0,
1700,artless,0.0,0.0,2,0,0.0,
1701,unrespectable,0.125,0.625,1,0,0.0,
1702,unequivocalness,0.0,0.25,2,2,2.0,
1703,impious,0.5,0.25,2,0,0.0,
1704,unreconstructed,0.0,0.0,2,2,2.0,
1705,unlaced,0.0,0.0,2,2,2.0,
1706,inappositeness,0.0,0.75,1,0,0.0,
1707,infrequently,0.0,0.0,2,2,2.0,
1708,dystopia,0.625,0.0,0,0,0.0,
1709,harmless,0.0,0.0,2,1,1.0,
1710,undesigned,0.75,0.0,0,2,2.0,
1711,indigestibility,0.375,0.0,0,0,0.0,
1712,unbind,0.0,0.0,2,2,2.0,
1713,demobilise,0.0,0.0,2,2,2.0,
1714,rimless,0.0,0.0,2,2,2.0,
1715,worthlessness,0.5,0.125,0,0,0.0,
1716,destabilisation,0.0,0.0,2,0,0.0,
1717,uncaulked,0.625,0.0,0,2,2.0,
1718,subhuman,0.0,0.0,2,0,0.0,
1719,disabling,0.0,0.0,2,0,0.0,
1720,unreportable,0.5,0.0,0,2,2.0,
1721,displeasing,0.0,0.0,2,0,0.0,
1722,ribless,0.0,0.0,2,2,2.0,
1723,nonmonotonic,0.375,0.0,0,2,2.0,
1724,unkindness,0.25,0.375,2,0,0.0,
1725,ingratitude,0.625,0.25,0,0,0.0,
1726,discontinuous,0.0,0.0,2,2,2.0,
1727,untanned,0.625,0.0,0,2,2.0,
1728,intangible,0.625,0.0,0,2,2.0,
1729,unexchangeability,0.5,0.0,0,2,2.0,
1730,inaudible,0.5,0.125,0,2,0.0,
1731,undeciphered,0.25,0.0,2,2,2.0,
1732,unpaid,0.125,0.0,2,0,0.0,
1733,unalert,0.5,0.25,2,0,0.0,
1734,decontamination,0.125,0.0,2,2,2.0,
1735,imprecise,0.0,0.0,2,0,0.0,
1736,nonspherical,0.125,0.0,2,2,2.0,
1737,insufficiently,0.0,0.0,2,0,0.0,
1738,purposeless,0.0,0.0,2,0,0.0,
1739,inexpressively,0.0,0.25,2,2,2.0,
1740,displeased,0.75,0.125,0,0,0.0,
1741,incalculable,0.625,0.125,0,2,2.0,
1742,antipyretic,0.0,0.5,1,2,1.0,
1743,spineless,0.0,0.0,2,0,0.0,
1744,disintegrate,0.0,0.0,2,0,0.0,
1745,intolerance,0.375,0.0,0,0,0.0,
1746,infinite,0.0,0.0,2,2,2.0,
1747,astigmatism,0.625,0.0,0,2,2.0,
1748,impatience,0.625,0.0,0,0,0.0,
1749,descend,0.0,0.0,2,2,2.0,
1750,unturned,0.125,0.0,2,2,2.0,
1751,unrefined,0.75,0.0,0,0,0.0,
1752,unconditioned,0.625,0.0,0,2,2.0,
1753,disorderly,0.0,0.0,2,0,0.0,
1754,unwind,0.0,0.0,2,1,2.0,
1755,abducent,0.0,0.0,2,2,2.0,
1756,unadorned,0.625,0.25,0,2,2.0,
1757,uncommunicativeness,0.125,0.25,2,0,0.0,
1758,dematerialise,0.0,0.0,2,2,2.0,
1759,inextricable,0.625,0.0,0,2,2.0,
1760,untied,0.125,0.0,2,2,2.0,
1761,undifferentiated,0.25,0.0,2,2,2.0,
1762,undeceive,0.0,0.0,2,2,2.0,
1763,desynchronize,0.0,0.0,2,2,2.0,
1764,unlash,0.0,0.0,2,2,2.0,
1765,off-season,0.0,0.0,2,2,2.0,
1766,indivisible,0.625,0.0,0,2,2.0,
1767,detachable,0.0,0.25,2,2,2.0,
1768,abnormality,0.0,0.25,2,0,0.0,
1769,disrepute,0.375,0.25,2,0,0.0,
1770,downwards,0.0,0.0,2,2,2.0,
1771,unconstitutional,0.75,0.0,0,0,0.0,
1772,nonfatal,0.375,0.0,0,2,1.0,
1773,disagreeableness,0.875,0.125,0,0,0.0,
1774,untune,0.0,0.0,2,0,0.0,
1775,noncollapsible,0.5,0.0,0,2,2.0,
1776,dissimilarity,0.5,0.25,2,2,2.0,
1777,unable,0.75,0.0,0,0,0.0,
1778,Nonconformist,0.625,0.0,0,2,2.0,
1779,untrimmed,0.125,0.0,2,2,2.0,
1780,subtraction,0.0,0.0,2,2,2.0,
1781,unaddressed,0.125,0.0,2,0,2.0,
1782,unstudied,0.75,0.0,0,2,2.0,
1783,unlubricated,0.125,0.0,2,0,2.0,
1784,injudiciously,0.0,0.25,2,0,0.0,
1785,unnatural,0.75,0.0,0,0,0.0,
1786,unaccustomed,0.75,0.0,0,2,2.0,
1787,underspend,0.0,0.0,2,2,2.0,
1788,unenlightened,0.0,0.5,1,0,0.0,
1789,discharge,0.0,0.0,2,2,2.0,
1790,unreassuring,0.0,0.0,2,0,0.0,
1791,undiplomatically,0.0,0.25,2,0,0.0,
1792,unrestraint,0.375,0.375,2,0,2.0,
1793,uncrannied,0.5,0.0,0,2,2.0,
1794,unprofessional,0.625,0.0,0,0,0.0,
1795,nonvolatile_storage,0.0,0.0,2,2,2.0,
1796,bibless,0.0,0.0,2,2,2.0,
1797,nonpolitical,0.125,0.125,2,2,2.0,
1798,uncritical,0.375,0.375,2,2,2.0,
1799,unclearness,0.5,0.25,2,0,0.0,
1800,depreciation,0.0,0.0,2,0,0.0,
1801,disobey,0.0,0.0,2,0,0.0,
1802,undiscriminating,0.0,0.0,2,0,1.0,
1803,unexportable,0.75,0.25,0,2,2.0,
1804,unobtrusively,0.0,0.25,2,2,2.0,
1805,decriminalisation,0.0,0.0,2,2,2.0,
1806,unalarming,0.0,0.0,2,2,2.0,
1807,unofficial,0.75,0.0,0,2,2.0,
1808,unburdened,0.75,0.0,0,1,1.0,
1809,nonalcoholic,0.0,0.0,2,2,2.0,
1810,nonhuman,0.0,0.0,2,2,2.0,
1811,unbox,0.0,0.0,2,2,2.0,
1812,unexpansive,0.5,0.25,2,2,2.0,
1813,unlivable,0.75,0.125,0,0,0.0,
1814,tactlessness,0.5,0.375,2,0,0.0,
1815,unplanted,0.125,0.0,2,2,2.0,
1816,inorganic,0.0,0.0,2,2,2.0,
1817,unsaddle,0.0,0.0,2,2,2.0,
1818,anaphrodisia,0.375,0.25,2,0,2.0,
1819,incredulously,0.0,0.25,2,2,2.0,
1820,unshockable,0.625,0.125,0,2,2.0,
1821,unmindfulness,0.125,0.125,2,0,0.0,
1822,unmyelinated,0.125,0.0,2,2,2.0,
1823,unshaded,0.5,0.0,0,2,2.0,
1824,uncle,0.0,0.0,2,2,2.0,
1825,inadvisability,0.625,0.125,0,0,0.0,
1826,unacceptable,0.75,0.0,0,0,0.0,
1827,disesteem,0.0,0.25,2,0,0.0,
1828,unamended,0.125,0.0,2,2,2.0,
1829,inarticulate,0.0,0.0,2,0,0.0,
1830,nonparticulate,0.0,0.0,2,2,2.0,
1831,underprivileged,0.375,0.0,0,0,0.0,
1832,imprecision,0.5,0.375,2,0,0.0,
1833,nondeductible,0.625,0.0,0,0,0.0,
1834,unintelligent,0.0,0.0,2,0,0.0,
1835,nonadsorbent,0.0,0.0,2,2,2.0,
1836,unlock,0.0,0.0,2,2,2.0,
1837,abnormal,0.75,0.0,0,0,0.0,
1838,unlimited,0.5,0.0,0,1,2.0,
1839,unenlightenment,0.375,0.0,0,0,0.0,
1840,invariability,0.625,0.0,0,2,2.0,
1841,incompetence,0.25,0.0,2,0,0.0,
1842,depigmentation,0.625,0.0,0,2,2.0,
1843,unpardonably,0.0,0.0,2,0,0.0,
1844,uncoated,0.625,0.0,0,2,2.0,
1845,odorless,0.0,0.0,2,2,2.0,
1846,imprecisely,0.0,0.125,2,0,0.0,
1847,unexhausted,0.25,0.375,2,2,2.0,
1848,disjunctive,0.0,0.0,2,2,2.0,
1849,defense,0.0,0.0,2,2,2.0,
1850,unangry,0.125,0.0,2,1,2.0,
1851,unworthiness,0.25,0.5,2,0,0.0,
1852,unattractively,0.0,0.375,1,0,0.0,
1853,uncoil,0.0,0.0,2,2,2.0,
1854,changelessness,0.0,0.0,2,2,2.0,
1855,gloveless,0.0,0.0,2,2,2.0,
1856,insoluble,0.0,0.25,2,2,2.0,
1857,hypothermia,0.25,0.0,2,0,0.0,
1858,unleaded,0.75,0.0,0,2,2.0,
1859,untidiness,0.25,0.0,2,0,0.0,
1860,unstring,0.0,0.0,2,2,2.0,
1861,unsnarl,0.0,0.0,2,2,2.0,
1862,inequitably,0.0,0.25,2,0,0.0,
1863,unwellness,0.0,0.0,2,0,0.0,
1864,uncontested,0.625,0.0,0,2,2.0,
1865,detransitivize,0.0,0.0,2,2,2.0,
1866,decolonise,0.0,0.0,2,2,2.0,
1867,degrade,0.0,0.0,2,0,0.0,
1868,nonproliferation,0.0,0.0,2,2,2.0,
1869,inutility,0.25,0.375,2,0,0.0,
1870,insensitiveness,0.625,0.125,0,0,0.0,
1871,unspecialized,0.75,0.0,0,0,0.0,
1872,impossible,0.75,0.0,0,0,0.0,
1873,unbarreled,0.75,0.0,0,2,2.0,
1874,ineligible,0.25,0.125,2,0,0.0,
1875,unrhetorical,0.125,0.125,2,2,2.0,
1876,nonresident,0.0,0.0,2,2,2.0,
1877,incorruptibility,0.75,0.25,0,1,1.0,
1878,incurableness,0.125,0.125,2,0,0.0,
1879,unpatriotic,0.25,0.375,2,0,0.0,
1880,incoherently,0.0,0.25,2,0,0.0,
1881,intolerably,0.375,0.0,0,0,0.0,
1882,unemployment,0.625,0.0,0,0,0.0,
1883,landless,0.0,0.0,2,0,2.0,
1884,dissociate,0.0,0.0,2,2,2.0,
1885,unconvincing,0.0,0.0,2,0,0.0,
1886,desynchronization,0.0,0.0,2,2,2.0,
1887,impenetrable,0.75,0.0,0,2,2.0,
1888,uncommitted,0.75,0.0,0,2,0.0,
1889,unapproachability,0.75,0.125,0,0,0.0,
1890,unforgettable,0.5,0.125,0,1,1.0,
1891,disapprobation,0.5,0.5,2,0,0.0,
1892,unrewarding,0.0,0.0,2,0,0.0,
1893,immutable,0.625,0.0,0,2,2.0,
1894,bedless,0.0,0.0,2,0,2.0,
1895,denationalise,0.0,0.0,2,2,2.0,
1896,detached,0.0,0.0,2,0,2.0,
1897,decalcify,0.0,0.0,2,2,2.0,
1898,noncausative,0.25,0.0,2,2,2.0,
1899,irregular,0.5,0.0,0,2,2.0,
1900,impenitent,0.0,0.0,2,0,0.0,
1901,disorderliness,0.25,0.0,2,0,0.0,
1902,uncouple,0.0,0.0,2,2,2.0,
1903,dehumanize,0.0,0.0,2,0,0.0,
1904,nonexplosive,0.375,0.0,0,2,2.0,
1905,acyclic,0.0,0.0,2,2,2.0,
1906,unmelodious,0.625,0.125,0,0,0.0,
1907,insalubrity,0.25,0.5,2,0,0.0,
1908,nonmoving,0.0,0.0,2,2,2.0,
1909,unmade,0.0,0.0,2,0,2.0,
1910,gracelessly,0.0,0.0,2,0,0.0,
1911,unhesitatingly,0.0,0.0,2,2,2.0,
1912,ungracious,0.0,0.75,1,0,0.0,
1913,dishonestly,0.0,0.25,2,0,0.0,
1914,unenlivened,0.625,0.0,0,0,0.0,
1915,unwrapped,0.625,0.0,0,2,2.0,
1916,unavailability,0.625,0.25,0,0,0.0,
1917,desensitize,0.0,0.0,2,2,2.0,
1918,disliked,0.0,0.0,2,0,0.0,
1919,incompatible,0.25,0.25,2,0,0.0,
1920,impermeable,0.0,0.0,2,2,2.0,
1921,underpay,0.0,0.0,2,0,0.0,
1922,nonpregnant,0.0,0.0,2,2,2.0,
1923,inexpressible,0.0,0.0,2,2,2.0,
1924,unadaptability,0.5,0.25,2,0,0.0,
1925,indestructible,0.125,0.375,2,1,1.0,
1926,disobediently,0.0,0.125,2,0,0.0,
1927,nonsubmersible,0.625,0.0,0,2,2.0,
1928,unservile,0.0,0.0,2,2,2.0,
1929,inexactness,0.75,0.125,0,0,0.0,
1930,outflow,0.0,0.0,2,2,2.0,
1931,undergarment,0.0,0.0,2,2,2.0,
1932,irrevocable,0.75,0.0,0,2,2.0,
1933,dysphemistic,0.75,0.0,0,0,0.0,
1934,incorporeal,0.0,0.0,2,2,2.0,
1935,unperceptiveness,0.0,0.625,1,0,0.0,
1936,joylessly,0.0,0.25,2,0,0.0,
1937,nonastringent,0.0,0.0,2,2,2.0,
1938,deflationary,0.0,0.125,2,0,0.0,
1939,unevenly,0.0,0.0,2,2,2.0,
1940,unapproachable,0.375,0.0,0,0,0.0,
1941,unmelted,0.25,0.0,2,2,2.0,
1942,undomestic,0.625,0.0,0,2,2.0,
1943,unfrozen,0.125,0.0,2,2,2.0,
1944,unlikeness,0.5,0.0,0,2,0.0,
1945,unemployed,0.625,0.0,0,0,0.0,
1946,disentangle,0.0,0.0,2,2,2.0,
1947,unpointedness,0.0,0.0,2,2,2.0,
1948,unsusceptibility,0.25,0.125,2,2,2.0,
1949,unrecognizably,0.0,0.375,1,2,2.0,
1950,unappealable,0.5,0.0,0,0,0.0,
1951,germfree,0.0,0.0,2,1,1.0,
1952,dishonest,0.0,0.0,2,0,0.0,
1953,unvoiced,0.0,0.0,2,2,2.0,
1954,unlighted,0.75,0.0,0,2,2.0,
1955,uncivilly,0.0,0.25,2,0,0.0,
1956,increment,0.0,0.0,2,2,2.0,
1957,unmindful,0.75,0.125,0,0,0.0,
1958,inadequately,0.375,0.0,0,0,0.0,
1959,inconspicuous,0.5,0.125,0,2,2.0,
1960,unlawful,0.75,0.0,0,0,0.0,
1961,legless,0.0,0.0,2,0,2.0,
1962,unmemorably,0.0,0.25,2,0,0.0,
1963,illiberality,0.5,0.125,0,0,0.0,
1964,disproportion,0.0,0.25,2,0,0.0,
1965,unchivalrously,0.0,0.25,2,0,0.0,
1966,unbelievably,0.5,0.0,0,2,2.0,
1967,uninformed,0.125,0.25,2,0,0.0,
1968,unflattering,0.0,0.0,2,0,0.0,
1969,hypoglycemia,0.625,0.0,0,2,0.0,
1970,inactivation,0.0,0.0,2,2,2.0,
1971,noncrystalline,0.0,0.0,2,2,2.0,
1972,uncamphorated,0.25,0.0,2,2,2.0,
1973,unjustifiably,0.0,0.0,2,0,0.0,
1974,disloyally,0.375,0.0,0,0,0.0,
1975,incompressibility,0.125,0.0,2,2,2.0,
1976,memberless,0.0,0.0,2,0,2.0,
1977,inadvisable,0.625,0.125,0,0,0.0,
1978,nonuniformity,0.25,0.5,2,2,2.0,
1979,gutlessness,0.5,0.0,0,0,0.0,
1980,uncommunicative,0.625,0.125,0,0,0.0,
1981,hornless,0.0,0.0,2,2,2.0,
1982,starless,0.0,0.0,2,2,2.0,
1983,uncongenial,0.667,0.333,0,0,0.0,
1984,malignity,0.875,0.0,0,0,0.0,
1985,inequity,0.625,0.25,0,0,0.0,
1986,unsinkable,0.625,0.0,0,1,2.0,
1987,immodestly,0.0,0.25,2,0,0.0,
1988,desensitizing,0.0,0.0,2,0,2.0,
1989,decriminalize,0.0,0.0,2,2,2.0,
1990,unscrupulousness,0.5,0.5,2,0,0.0,
1991,infertility,0.375,0.0,0,0,0.0,
1992,unprintable,0.25,0.75,1,0,2.0,
1993,unusual,0.625,0.125,0,2,2.0,
1994,offshore,0.0,0.0,2,2,2.0,
1995,unabused,0.25,0.375,2,2,2.0,
1996,inefficacious,0.0,0.25,2,0,0.0,
1997,dissimilar,0.0,0.0,2,2,2.0,
1998,incomparably,0.0,0.0,2,2,2.0,
1999,anhydrous,0.0,0.0,2,2,2.0,
2000,unpredictability,0.5,0.25,2,2,2.0,
2001,hopeless,0.0,0.0,2,0,0.0,
2002,unanalyzed,0.625,0.125,0,2,2.0,
2003,unseemliness,0.25,0.25,2,0,0.0,
2004,destructive,0.0,0.0,2,0,0.0,
2005,unskilled,0.625,0.0,0,0,0.0,
2006,declassification,0.0,0.0,2,2,2.0,
2007,unstratified_language,0.0,0.0,2,2,2.0,
2008,uncharged,0.0,0.0,2,2,2.0,
2009,ungrudgingly,0.0,0.375,1,1,1.0,
2010,ahistorical,0.375,0.0,0,2,2.0,
2011,bloodless,0.0,0.0,2,2,2.0,
2012,malevolence,0.875,0.0,0,0,0.0,
2013,unethically,0.375,0.0,0,0,0.0,
2014,toeless,0.0,0.0,2,2,2.0,
2015,unfriendliness,0.625,0.0,0,0,0.0,
2016,unusualness,0.125,0.5,1,2,2.0,
2017,unlamented,0.875,0.0,0,0,0.0,
2018,unseasonableness,0.25,0.0,2,0,2.0,
2019,unadventurous,0.375,0.25,2,0,2.0,
2020,agnostic,0.0,0.0,2,2,2.0,
2021,inconspicuously,0.0,0.0,2,2,2.0,
2022,unforgivingly,0.0,0.0,2,0,0.0,
2023,inglorious,0.5,0.125,0,0,0.0,
2024,unsaturated,0.0,0.25,2,2,2.0,
2025,unbranded,0.75,0.0,0,2,2.0,
2026,unsealed,0.625,0.0,0,2,2.0,
2027,unsuccessfully,0.125,0.0,2,0,0.0,
2028,immaturity,0.625,0.0,0,0,0.0,
2029,uninterested,0.625,0.0,0,0,0.0,
2030,decriminalization,0.0,0.0,2,2,2.0,
2031,indecision,0.0,0.0,2,0,0.0,
2032,offstage,0.0,0.0,2,2,2.0,
2033,unmanfully,0.5,0.0,0,0,0.0,
2034,unevenness,0.625,0.125,0,2,2.0,
2035,inhumaneness,0.5,0.5,2,0,0.0,
2036,inactivity,0.125,0.0,2,0,0.0,
2037,unguided,0.625,0.0,0,0,0.0,
2038,imperceptible,0.625,0.25,0,2,2.0,
2039,indecent,0.0,0.0,2,0,0.0,
2040,inexcusable,0.625,0.0,0,0,0.0,
2041,aperiodic,0.0,0.0,2,2,2.0,
2042,impossibility,0.25,0.0,2,0,2.0,
2043,indiscernible,0.75,0.25,0,2,2.0,
2044,footless,0.0,0.0,2,2,2.0,
2045,uselessness,0.25,0.375,2,0,0.0,
2046,underdress,0.0,0.0,2,0,0.0,
2047,unblock,0.0,0.0,2,2,2.0,
2048,incautiously,0.375,0.0,0,0,0.0,
2049,impermissibility,0.625,0.125,0,0,0.0,
2050,disenfranchisement,0.0,0.0,2,0,0.0,
2051,unbelievingly,0.0,0.25,2,2,2.0,
2052,uncooperative,0.625,0.0,0,0,0.0,
2053,unpersuasiveness,0.5,0.125,0,0,0.0,
2054,uncheerfulness,0.75,0.125,0,0,0.0,
2055,unfeelingly,0.0,0.125,2,0,0.0,
2056,nonrandom,0.0,0.0,2,2,2.0,
2057,nontechnical,0.75,0.125,0,2,2.0,
2058,counterfactuality,0.625,0.25,0,2,2.0,
2059,inconvertibility,0.625,0.25,0,2,2.0,
2060,depreciate,0.0,0.0,2,0,0.0,
2061,unreproducible,0.5,0.0,0,2,2.0,
2062,irreconcilable,0.5,0.0,0,0,0.0,
2063,unappetizingness,0.0,0.0,2,0,0.0,
2064,unsigned,0.25,0.125,2,2,2.0,
2065,ungusseted,0.5,0.0,0,2,2.0,
2066,immediate,0.0,0.0,2,2,2.0,
2067,unargumentative,0.75,0.0,0,2,2.0,
2068,unprofitability,0.625,0.125,0,0,0.0,
2069,incontinent,0.0,0.0,2,0,0.0,
2070,inevitable,0.625,0.0,0,2,2.0,
2071,inconclusive,0.5,0.0,0,2,0.0,
2072,unmitigated,0.625,0.0,0,0,0.0,
2073,unlikeliness,0.0,0.125,2,2,2.0,
2074,unfastened,0.5,0.0,0,2,2.0,
2075,uninterestingness,0.5,0.125,0,0,0.0,
2076,unpermissive,0.75,0.125,0,0,0.0,
2077,insufficient,0.0,0.0,2,0,0.0,
2078,immiscible,0.25,0.0,2,2,2.0,
2079,untucked,0.5,0.0,0,2,2.0,
2080,noneffervescent,0.0,0.0,2,2,2.0,
2081,deoxidise,0.0,0.0,2,2,2.0,
2082,rustless,0.0,0.0,2,1,1.0,
2083,nonconformist,0.625,0.0,0,2,2.0,
2084,nonsmoker,0.0,0.0,2,2,2.0,
2085,insecure,0.0,0.0,2,0,0.0,
2086,inaction,0.125,0.0,2,0,0.0,
2087,unconscious,0.375,0.0,0,2,2.0,
2088,unbecomingness,0.25,0.5,2,0,2.0,
